Date/Time,Electricity:Facility [J](Hourly),Res_lighting:InteriorLights:Electricity [J](Hourly),NonRes_lighting:InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Appliances:InteriorEquipment:Electricity [J](Hourly),Misc_Loads:InteriorEquipment:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),WaterSystems:Electricity [J](Hourly) 
 06/18  18:00:00,88630224.22941783,14507388.875071165,9027397.811699463,0.0,16913483.648949237,0.0,930050.6743119173,23332182.66267017,20193800.47732699,174711.32307692307,3551208.756312088 
 06/18  19:00:00,80483773.8962468,15124913.10507851,9411605.768713396,0.0,14256828.64771386,0.0,834415.5555023906,17956328.413740487,19050755.167289609,174711.32307692307,3674215.915131679 
 06/18  20:00:00,73680095.95061702,12856328.916216782,7999984.037656624,3385858.9018563169,12759568.65187717,0.0,653288.1714745873,15725256.672851175,17907709.85725222,174711.32307692307,2217389.418355333 
 06/18  21:00:00,65508325.22025917,9736013.509569077,6058334.027295979,4074726.991254628,11977681.20206375,0.0,519904.91326773355,14990518.067581613,17145679.65056062,174712.10024523148,830754.7584205092 
 06/18  22:00:00,59384767.05708678,8377215.760512831,5212719.119114616,3076769.657122543,10903815.175570138,0.0,710852.1580564365,12548427.67156299,15240604.133831677,174711.61307442518,3139651.768241117 
 06/18  23:00:00,43850378.93647742,3762436.7175633169,2341226.285655135,1370171.3147942557,9595410.25965377,0.0,662497.2064790652,8951138.772974642,13716543.720448515,174711.32307692307,3276243.3358318719 
 06/18  24:00:00,36263259.27709158,1868155.9338272736,1162512.0138114598,680348.5343547517,8518669.25123784,0.0,622666.721393097,6510854.9545605159,13335528.617102724,174711.32307692307,3389811.9277270745 
 06/19  01:00:00,32321772.40899364,1120924.1156763742,697531.0351369232,408209.12061285096,7585748.019578824,0.0,588219.9808979877,5683123.498792615,12573498.410411129,174711.32307692307,3489806.904809973 
 06/19  02:00:00,29831447.974525889,747231.8181508987,464980.9786745365,272139.4137419008,6769366.403804064,0.0,558085.7876163393,5070450.460848918,12192483.30706535,174711.32307692307,3581998.481546984 
 06/19  03:00:00,28495174.676162963,747231.8181508987,464980.9786745365,272139.4137419008,6086845.334799466,0.0,532896.1706650717,4728945.532134125,11811468.203719557,174711.32307692307,3675955.901200492 
 06/19  04:00:00,29033560.930121274,830800.7824789592,517042.6460280523,280883.06741508157,5688675.078205997,0.0,518171.2577032598,5117958.39649741,12192483.30706535,174711.3868225258,3712835.007904628 
 06/19  05:00:00,32817475.219991439,2279736.90256547,1418531.5175705115,541577.5130279041,5517118.4334149309,1995794.551696789,433865.96678415228,5709190.717393867,12573498.410411129,174712.68650717039,2173448.5206195425 
 06/19  06:00:00,42745961.45329152,5352080.362597074,3330397.9653719367,0.0,6469451.148151601,1395112.75820819,559603.5952053779,8346676.276998784,14097558.823794293,174711.32307692304,3020369.199887324 
 06/19  07:00:00,50925102.8304908,6772905.533074146,4214493.236379812,0.0,7018514.6983555429,1123854.7511142889,577845.4494953717,11944354.471606354,16002634.340523275,174711.69243973355,3095788.6575022104 
 06/19  08:00:00,53737699.836184289,7197625.315216756,4478852.137655444,0.0,7440278.687455982,212692.4635690827,584165.5238779923,14255140.77276508,16383649.44386906,174711.50974104429,3010583.9820338098 
 06/19  09:00:00,51637586.6389986,7398679.715684263,4603943.100404167,0.0,248588.80994474708,132120.0591462116,278788.10629583106,16732667.93149687,16383649.44386906,174712.4786942838,5684436.993462991 
 06/19  10:00:00,56958823.78286368,7197472.538316704,4478733.003405208,0.0,738947.8524022994,65408.37819952996,257800.12290798746,17226875.835871806,16383649.44386906,174712.05839342896,10435224.549497597 
 06/19  11:00:00,50423248.564712528,6918807.47262314,4305273.535060312,0.0,813762.8176306267,8383.050256173912,336845.4076499587,18294503.05670241,16764664.547214838,174711.32307692307,2806297.354498136 
 06/19  12:00:00,51025906.79206323,6717600.295255575,4180063.4380613539,0.0,1117464.614102796,68089.17767584138,348588.6862790063,18347026.871747558,17145679.65056062,174711.32307692307,2926682.7353036359 
 06/19  13:00:00,50127303.126982759,6658475.6349357259,4143250.954738158,0.0,2058980.048851934,0.0,380666.93610151149,16548881.857838868,17145679.65056062,174711.32307692307,3016656.7208790259 
 06/19  14:00:00,51791939.31067394,6738836.284362706,4193287.3398376468,0.0,3978783.930232659,0.0,448147.8146186563,16394790.715388598,16764664.547214838,174711.32307692307,3098717.3559420665 
 06/19  15:00:00,55425599.426908548,7264541.597439226,4520429.990988115,0.0,6647270.453550651,0.0,542686.543754678,15567248.505788958,17526694.753906434,174711.32307692307,3182016.2584035175 
 06/19  16:00:00,65318722.994867358,8764199.64834277,5453608.573093584,0.0,9183642.849213256,0.0,634763.3715116176,19552403.98804837,18288724.960598008,174711.32307692307,3266668.28098278 
 06/19  17:00:00,101176793.25841245,11596225.044593677,7215842.402597489,0.0,32405057.48506507,0.0,1489453.8526512907,25127470.359339086,19812785.37398116,174711.32307692307,3355247.4171077946 
 06/19  18:00:00,94353772.16168253,14507388.875071165,9027397.811699463,0.0,23802567.484233597,0.0,1183012.7994277199,22023769.068514639,20193800.47732699,174711.32307692307,3441124.3223319917 
 06/19  19:00:00,83807680.43132225,15124913.10507851,9411605.768713396,0.0,18862738.421722857,0.0,1003688.2496501117,16647914.819584977,19050755.167289609,174711.32307692307,3531353.57620575 
 06/19  20:00:00,77409616.27352652,12856328.916216782,7999984.037656624,3385858.9018563169,16165233.268866966,0.0,904560.7978985397,14391187.910182842,17907709.85725222,174711.32307692307,3624041.2605194926 
 06/19  21:00:00,69979270.17320796,9736013.509569077,6058334.027295979,4074726.991254628,14617945.285528837,0.0,847311.9406043984,13605138.967887562,17145679.65056062,174711.32307692307,3719408.4774298255 
 06/19  22:00:00,58818573.327863309,8377215.760512831,5212719.119114616,3076769.657122543,12793627.719379455,0.0,627114.122028788,11419600.256997483,15240604.133831677,174711.32307692307,1896211.2357989937 
 06/19  23:00:00,41304646.55954139,3762436.7175633169,2341226.285655135,1370171.3147942557,11190161.944364366,0.0,413980.5249727891,8335414.728666182,13716543.720448515,174711.32307692307,0.0 
 06/19  24:00:00,33720177.85435697,1868155.9338272736,1162512.0138114598,680348.5343547517,9879139.079850587,0.0,365479.082901299,6254303.26943199,13335528.617102724,174711.32307692307,0.0 
 06/20  01:00:00,29766334.006272474,1120924.1156763742,697531.0351369232,408209.12061285096,8783394.783517966,0.0,324941.7190476498,5683123.498792615,12573498.410411129,174711.32307692307,0.0 
 06/20  02:00:00,27125318.100904399,747231.8181508987,464980.9786745365,272139.4137419008,7910666.670216733,0.0,292654.12569385927,5070450.460848918,12192483.30706535,174711.32651222836,0.0 
 06/20  03:00:00,25681976.971281157,747231.8181508987,464980.9786745365,272139.4137419008,7215562.492067146,0.0,266937.20971607419,4728945.532134125,11811468.203719557,174711.32307692307,0.0 
 06/20  04:00:00,26026859.462482133,830800.7824789592,517042.6460280523,280883.06741508157,6666362.7024009,0.0,246617.23751945029,5117958.39649741,12192483.30706535,174711.32307692307,0.0 
 06/20  05:00:00,30856670.795436637,2279736.90256547,1418531.5175705115,541577.5130279041,6338128.248779542,1570140.8782396073,251155.28437171167,5709190.717393867,12573498.410411129,174711.32307692307,0.0 
 06/20  06:00:00,39672009.72913728,5352080.362597074,3330397.9653719367,0.0,6949946.202655864,1153071.357674337,267567.4169680411,8346676.276998784,14097558.823794293,174711.32307692307,0.0 
 06/20  07:00:00,47195461.21144743,6772905.533074146,4214493.236379812,0.0,6823869.243508048,1000577.0268696835,261916.03640911159,11944354.471606354,16002634.340523275,174711.32307692307,0.0 
 06/20  08:00:00,48498158.60948639,7197625.315216756,4478852.137655444,0.0,5567821.743034514,232774.1348141807,207583.73905440758,14255140.77276508,16383649.44386906,174711.32307692307,0.0 
 06/20  09:00:00,45652178.96464147,7398679.715684263,4603943.100404167,0.0,177443.87802340915,173365.67622281757,7717.772826188568,16732667.93149687,16383649.44386906,174711.44611452119,0.0 
 06/20  10:00:00,45728381.19678275,7197472.538316704,4478733.003405208,0.0,167308.20358577858,93110.97203261902,6519.87662460928,17226875.835871806,16383649.44386906,174711.32307692307,0.0 
 06/20  11:00:00,46649860.81040136,6918807.47262314,4305273.535060312,0.0,171074.3969521064,15018.524031515142,5807.954740104555,18294503.05670241,16764664.547214838,174711.32307692307,0.0 
 06/20  12:00:00,46858056.13417344,6717600.295255575,4180063.4380613539,0.0,215513.08810758059,69478.72740278322,7982.739961119252,18347026.871747558,17145679.65056062,174711.32307692307,0.0 
 06/20  13:00:00,49057583.21104995,6658475.6349357259,4143250.954738158,0.0,653881.2658092887,0.0,330512.73391568267,16548881.857838868,17145679.65056062,174711.48676955698,3402189.6264820785 
 06/20  14:00:00,50059197.66096001,6738836.284362706,4193287.3398376468,0.0,2073680.5533575337,0.0,381601.8845070593,16394790.715388598,16764664.547214838,174711.58582436457,3337624.750467431 
 06/20  15:00:00,53266796.141237739,7264541.597439226,4520429.990988115,0.0,4255947.248560027,0.0,460615.95917016288,15567248.505788958,17526694.753906434,174711.32307692307,3496606.76230784 
 06/20  16:00:00,63334692.274711567,8764199.64834277,5453608.573093584,0.0,6890682.115132382,0.0,556653.8273714267,19552403.98804837,18288724.960598008,174711.32307692307,3653707.839048049 
 06/20  17:00:00,97886159.49116302,11596225.044593677,7215842.402597489,0.0,29130967.240965129,0.0,1380883.8777882285,25127470.359339086,19812785.37398116,174712.01368869059,3447273.1782095686 
 06/20  18:00:00,91563125.34551007,14507388.875071165,9027397.811699463,0.0,21139531.08775659,0.0,1086035.9987581783,22023769.068514639,20193800.47732699,174711.38403317534,3410490.6423498175 
 06/20  19:00:00,123556377.82685822,15124913.10507851,9411605.768713396,0.0,18951986.84028013,0.0,1006554.6030895889,56532192.86937292,19050755.167289609,174712.52513027195,3303656.9479036645 
 06/20  20:00:00,85719735.45156878,12856328.916216782,7999984.037656624,3385858.9018563169,15629677.965585446,0.0,884276.7339518671,23668613.452506357,17907709.85725222,174712.10887092688,3212573.4776723699 
 06/20  21:00:00,68311989.78672178,9736013.509569077,6058334.027295979,4074726.991254628,13509264.955603779,0.0,805993.4185105313,13605138.967887562,17145679.65056062,174711.3626288632,3202126.90341063 
 06/20  22:00:00,59233619.122735638,8377215.760512831,5212719.119114616,3076769.657122543,11707080.968054809,0.0,740431.9326786948,11419600.256997483,15240604.133831677,174711.43570246476,3284485.858720522 
 06/20  23:00:00,43902916.86310504,3762436.7175633169,2341226.285655135,1370171.3147942557,10151884.600229484,0.0,682901.477335839,8335414.728666182,13716543.720448515,174711.32307692307,3367626.695335486 
 06/20  24:00:00,36452984.687190208,1868155.9338272736,1162512.0138114598,680348.5343547517,8876032.496625293,0.0,635734.36009886,6254303.26943199,13335528.617102724,174711.32307692307,3465658.1388609709 
 06/21  01:00:00,32621135.022823756,1120924.1156763742,697531.0351369232,408209.12061285096,7809333.0641706,0.0,596299.5131105231,5683123.498792615,12573498.410411129,174711.32307692307,3557504.941835775 
 06/21  02:00:00,30045719.759691389,747231.8181508987,464980.9786745365,272139.4137419008,6959095.343549733,0.0,564900.4907184406,5070450.460848918,12192483.30706535,174711.38359724158,3599726.563344396 
 06/21  03:00:00,28690377.039228403,747231.8181508987,464980.9786745365,272139.4137419008,6272844.882878883,0.0,539544.3832239142,4728945.532134125,11811468.203719557,174711.32307692307,3678510.5036276758 
 06/21  04:00:00,27460904.04942032,830800.7824789592,517042.6460280523,280883.06741508157,5744380.48639903,0.0,392921.1955212866,5117958.39649741,12192483.30706535,174711.32307692307,2209722.8449382304 
 06/21  05:00:00,30365227.513303304,2279736.90256547,1418531.5175705115,541577.5130279041,5432007.01786311,2013098.4471190493,222875.66427538085,5709190.717393867,12573498.410411129,174711.32307692307,0.0 
 06/21  06:00:00,38984656.60958729,5352080.362597074,3330397.9653719367,0.0,5962081.401595947,1486030.0562204277,235120.39993189343,8346676.276998784,14097558.823794293,174711.32307692307,0.0 
 06/21  07:00:00,46444141.06397479,6772905.533074146,4214493.236379812,0.0,5812146.569783285,1294899.2458746024,227996.18663616148,11944354.471606354,16002634.340523275,174711.4800970915,0.0 
 06/21  08:00:00,47508718.74003836,7197625.315216756,4478852.137655444,0.0,4526192.6127234599,322482.4267330166,170064.70799858235,14255140.77276508,16383649.44386906,174711.32307692307,0.0 
 06/21  09:00:00,45704353.388790618,7398679.715684263,4603943.100404167,0.0,153654.8991972737,249261.2999242823,7785.670736106425,16732667.93149687,16383649.44386906,174711.3274784177,0.0 
 06/21  10:00:00,180166749.10817365,7197472.538316704,4478733.003405208,0.0,137965.38226736818,175541.03887407325,83349.78500799363,17226875.835871806,16383649.44386906,174719.34991224973,134308442.73064915 
 06/21  11:00:00,61416358.17127429,6918807.47262314,4305273.535060312,0.0,131904.90423448603,134034.66185003968,236479.64505354898,18294503.05670241,16764664.547214838,174711.32307692307,14455979.02545858 
 06/21  12:00:00,49824324.92603226,6717600.295255575,4180063.4380613539,0.0,133968.94410958814,225041.55169100103,314395.3451599402,18347026.871747558,17145679.65056062,174711.32307692307,2585837.506369781 
 06/21  13:00:00,47841680.559756439,6658475.6349357259,4143250.954738158,0.0,139022.64643962647,15566.715674895202,312335.82551326809,16548881.857838868,17145679.65056062,174711.32307692307,2703755.9509783757 
 06/21  14:00:00,58657597.31043195,6738836.284362706,4193287.3398376468,0.0,507584.6901918085,0.0,324816.03601550057,16394790.715388598,16764664.547214838,174711.87623138875,13558905.82118962 
 06/21  15:00:00,50646449.889531079,7264541.597439226,4520429.990988115,0.0,2457523.9787033579,0.0,394699.1534252859,15567248.505788958,17526694.753906434,174711.32307692307,2740600.5862027166 
 06/21  16:00:00,60326306.352681059,8764199.64834277,5453608.573093584,0.0,4752584.589675946,0.0,478057.0983804472,19552403.98804837,18288724.960598008,174711.43524848956,2862016.0592933895 
 06/21  17:00:00,93928844.34631375,11596225.044593677,7215842.402597489,0.0,25814300.01914599,0.0,1258143.4667532985,25127470.359339086,19812785.37398116,174711.32307692307,2929366.356826165 
 06/21  18:00:00,89269496.08956659,14507388.875071165,9027397.811699463,0.0,19297383.028090404,5423.785992322799,1017753.9176232928,22023769.068514639,20193800.47732699,174711.32307692307,3021867.8021713348 
 06/21  19:00:00,79562655.76907556,15124913.10507851,9411605.768713396,0.0,15178142.201749966,0.0,867260.3631207259,16647914.819584977,19050755.167289609,174711.32307692307,3107353.0204613239 
 06/21  20:00:00,73528263.35357158,12856328.916216782,7999984.037656624,3385858.9018563169,12911642.961618668,0.0,783748.8071914503,14391187.910182842,17907709.85725222,174711.89996004455,3117090.0616368076 
 06/21  21:00:00,65976912.55147311,9736013.509569077,6058334.027295979,4074726.991254628,11630683.70184594,0.0,736398.2339890642,13605138.967887562,17145679.65056062,174711.32307692307,2815226.1459932227 
 06/21  22:00:00,57160552.140536528,8377215.760512831,5212719.119114616,3076769.657122543,9999358.41810186,0.0,677125.4803225682,11419600.256997483,15240604.133831677,174711.32307692307,2982447.991456031 
 06/21  23:00:00,49132807.34953932,3762436.7175633169,2341226.285655135,1370171.3147942557,9031468.337703295,0.0,641348.2153994079,15129089.005679872,13716543.720448515,174711.61490866266,2965812.1373869089 
 06/21  24:00:00,34432430.09626119,1868155.9338272736,1162512.0138114598,680348.5343547517,7381807.4949290589,0.0,580353.4553034667,6254303.26943199,13335528.617102724,174711.36930197539,2994709.4081985356 
 06/22  01:00:00,34343307.78757248,1120924.1156763742,697531.0351369232,408209.12061285096,6627282.684463066,0.0,552447.4489405712,9166311.375998948,12573498.410411129,174711.4692933509,3022392.127039232 
 06/22  02:00:00,28124290.00423152,747231.8181508987,464980.9786745365,272139.4137419008,5584634.850081129,0.0,513949.586244247,5070450.460848918,12192483.30706535,174711.32307692307,3103708.2663476408 
 06/22  03:00:00,26845741.157857405,747231.8181508987,464980.9786745365,272139.4137419008,4935400.7957829539,0.0,489968.75945217136,4728945.532134125,11811468.203719557,174711.32369347607,3220894.332507786 
 06/22  04:00:00,27478713.17490657,830800.7824789592,517042.6460280523,280883.06741508157,4561656.831331821,0.0,476154.625734561,5117958.39649741,12192483.30706535,174711.32307692307,3327022.1952784087 
 06/22  05:00:00,33338149.51237469,2279736.90256547,1418531.5175705115,541577.5130279041,4354117.310397574,2446389.782450073,495481.56945398359,5709190.717393867,12573498.410411129,174711.40473993866,3344914.384364269 
 06/22  06:00:00,41961091.61834824,5352080.362597074,3330397.9653719367,0.0,4867989.1517878989,1873875.688033571,506759.55023831,8346676.276998784,14097558.823794293,174711.32307692307,3411042.4764494209 
 06/22  07:00:00,74639504.9998016,6772905.533074146,4214493.236379812,0.0,6003094.634586863,1549244.6442908778,545294.118737289,36064080.24754039,16002634.340523275,174711.98809040577,3313046.2565784847 
 06/22  08:00:00,155145547.4017141,7197625.315216756,4478852.137655444,0.0,8099399.597593299,362571.05724480867,609490.7647833208,69523780.1984271,16383649.44386906,174713.06496830064,48315465.821956 
 06/22  09:00:00,48647420.657814849,7398679.715684263,4603943.100404167,0.0,173961.89294298815,203803.98378364038,315524.1429658616,16732667.93149687,16383649.44386906,174711.32307692307,2660479.123590908 
 06/22  10:00:00,60112069.94493167,7197472.538316704,4478733.003405208,0.0,316367.87372917358,136306.15723483836,319988.139227033,23403752.25128739,16383649.44386906,174711.54991720993,7701088.987945043 
 06/22  11:00:00,50049436.9022762,6918807.47262314,4305273.535060312,0.0,355323.49426084928,83828.04808899175,320867.74790537977,18294503.05670241,16764664.547214838,174711.32307692307,2831457.677343349 
 06/22  12:00:00,50455938.71294417,6717600.295255575,4180063.4380613539,0.0,438218.27224761017,178155.22678828817,324869.00886164957,18347026.871747558,17145679.65056062,174711.32307692307,2949614.626344678 
 06/22  13:00:00,48675064.32035385,6658475.6349357259,4143250.954738158,0.0,667234.5380470856,0.0,331435.8437429899,16548881.857838868,17145679.65056062,174711.42569583879,3005394.414794586 
 06/22  14:00:00,49605180.96711567,6738836.284362706,4193287.3398376468,0.0,1870464.857758801,0.0,374457.33663314729,16394790.715388598,16764664.547214838,174711.32307692307,3093968.562843154 
 06/22  15:00:00,52957293.07791435,7264541.597439226,4520429.990988115,0.0,4263165.440870723,0.0,461003.84795619457,15567248.505788958,17526694.753906434,174711.32307692307,3179497.617887725 
 06/22  16:00:00,63180511.57151009,8764199.64834277,5453608.573093584,0.0,7117705.984463248,0.0,564967.9244091485,19552403.98804837,18288724.960598008,174711.32307692307,3264189.1694779854 
 06/22  17:00:00,98353017.6079945,11596225.044593677,7215842.402597489,0.0,29672770.82895359,0.0,1400410.1747212252,25127470.359339086,19812785.37398116,174711.32307692307,3352802.100731358 
 06/22  18:00:00,92523125.78486651,14507388.875071165,9027397.811699463,0.0,22038837.601892458,0.0,1118495.5530886744,22023769.068514639,20193800.47732699,174711.32307692307,3438725.074196186 
 06/22  19:00:00,82085066.10135493,15124913.10507851,9411605.768713396,0.0,17204242.436559038,0.0,941928.8481232368,16647914.819584977,19050755.167289609,174711.32307692307,3528994.632929098 
 06/22  20:00:00,75760005.24471179,12856328.916216782,7999984.037656624,3385858.9018563169,14577239.603911663,0.0,845344.9016985354,14391187.910182842,17907709.85725222,174711.32307692307,3621639.792860087 
 06/22  21:00:00,68346847.70716869,9736013.509569077,6058334.027295979,4074726.991254628,13061615.369313812,0.0,789322.5427887146,13605138.967887562,17145679.65056062,174711.39888545915,3701305.2496127218 
 06/22  22:00:00,58618802.41849828,8377215.760512831,5212719.119114616,3076769.657122543,11195387.918168046,0.0,721364.0460574934,11419600.256997483,15240604.133831677,174712.44044561056,3200429.086247985 
 06/22  23:00:00,42987971.87708638,3762436.7175633169,2341226.285655135,1370171.3147942557,9523530.477532952,0.0,659543.9230184355,8335414.728666182,13716543.720448515,174711.32307692307,3104393.386330747 
 06/22  24:00:00,35508466.48203215,1868155.9338272736,1162512.0138114598,680348.5343547517,8206246.113101829,0.0,610861.8483532444,6254303.26943199,13335528.617102724,174711.32307692307,3215798.828972005 
 06/23  01:00:00,31633098.664259577,1120924.1156763742,697531.0351369232,408209.12061285096,7091104.123305695,0.0,569649.9568683462,5683123.498792615,12573498.410411129,174711.32307692307,3314347.0803786849 
 06/23  02:00:00,32278774.932548658,747231.8181508987,464980.9786745365,272139.4137419008,6402116.716337699,0.0,544213.021275835,8284491.929220175,12192483.30706535,174712.01796894877,3196405.7301133379 
 06/23  03:00:00,27246764.85765855,747231.8181508987,464980.9786745365,272139.4137419008,5452074.834290701,0.0,509112.55175597066,4728945.532134125,11811468.203719557,174711.32307692307,3086100.2021139406 
 06/23  04:00:00,27728660.09658791,830800.7824789592,517042.6460280523,280883.06741508157,4890232.075830231,0.0,488339.6711400309,5117958.39649741,12192483.30706535,174711.3418450301,3236208.8082877595 
 06/23  05:00:00,33404968.704389238,2279736.90256547,1418531.5175705115,541577.5130279041,4689975.101581288,2338150.2275326356,506807.61258326887,5709190.717393867,12573498.410411129,174711.576307493,3172789.125415694 
 06/23  06:00:00,42652858.919919367,5352080.362597074,3330397.9653719367,0.0,5763724.030024291,1781102.6424476694,538915.6806653143,8346676.276998784,14097558.823794293,174711.4413767358,3267691.696643217 
 06/23  07:00:00,50049954.34530332,6772905.533074146,4214493.236379812,0.0,5750357.554614427,1491861.6430348047,535606.6433786209,11944354.471606354,16002634.340523275,174711.50883329818,3163029.4138585145 
 06/23  08:00:00,52659381.575103338,7197625.315216756,4478852.137655444,0.0,6171709.852458403,307686.41409019197,538327.4894467742,14255140.77276508,16383649.44386906,174711.54445110422,3151678.6051504679 
 06/23  09:00:00,49130485.57789619,7398679.715684263,4603943.100404167,0.0,168977.34478702147,187130.09462479136,315174.16002113229,16732667.93149687,16383649.44386906,174711.32307692307,3165552.463931789 
 06/23  10:00:00,49732354.87082906,7197472.538316704,4478733.003405208,0.0,501830.99961717819,125552.45494363155,326780.31563783806,17226875.835871806,16383649.44386906,174711.32307692307,3316748.956090662 
 06/23  11:00:00,50890813.88770735,6918807.47262314,4305273.535060312,0.0,589796.6592870759,67614.57201630791,329363.91023110246,18294503.05670241,16764664.547214838,174711.32307692307,3446078.8114952419 
 06/23  12:00:00,51306744.02760327,6717600.295255575,4180063.4380613539,0.0,696771.4699910196,150867.10448766544,334136.0022469445,18347026.871747558,17145679.65056062,174711.32307692307,3559887.8721756965 
 06/23  13:00:00,49814830.00250018,6658475.6349357259,4143250.954738158,0.0,1131130.7046490673,0.0,347701.72786351127,16548881.857838868,17145679.65056062,174711.32307692307,3664998.1488373146 
 06/23  14:00:00,59536417.2554324,6738836.284362706,4193287.3398376468,0.0,2960344.027520753,0.0,413031.3314447123,24868369.525602975,16764664.547214838,174711.9738965843,3423172.225552333 
 06/23  15:00:00,93347508.13679207,7264541.597439226,4520429.990988115,0.0,6889595.372113934,0.0,557064.354299468,53278738.53384307,17526694.753906434,174712.32442498429,3135731.2097768739 
 06/23  16:00:00,64188513.18672436,8764199.64834277,5453608.573093584,0.0,8189237.6858698059,0.0,604450.0536287995,19552403.98804837,18288724.960598008,174711.32307692307,3161176.9540660439 
 06/23  17:00:00,99625958.77232689,11596225.044593677,7215842.402597489,0.0,30987719.2172146,0.0,1449110.0654264726,25127470.359339086,19812785.37398116,174711.32307692307,3262094.9860974785 
 06/23  18:00:00,93323377.17892155,14507388.875071165,9027397.811699463,0.0,22899566.881799073,0.0,1150456.375978918,22023769.068514639,20193800.47732699,174711.32307692307,3346286.365454343 
 06/23  19:00:00,82779638.30906876,15124913.10507851,9411605.768713396,0.0,17965248.39733928,0.0,970149.7036430779,16647914.819584977,19050755.167289609,174711.32307692307,3434340.024342876 
 06/23  20:00:00,76384370.66258994,12856328.916216782,7999984.037656624,3385858.9018563169,15272882.467058309,0.0,871240.1308710022,14391187.910182842,17907709.85725222,174711.32307692307,3524467.1184190686 
 06/23  21:00:00,68895625.04483922,9736013.509569077,6058334.027295979,4074726.991254628,13672013.714397885,0.0,812054.7252235047,13605138.967887562,17145679.65056062,174711.32307692307,3616952.1355729305 
 06/23  22:00:00,59702594.97134404,8377215.760512831,5212719.119114616,3076769.657122543,11746827.269503745,0.0,741923.6352485183,11419600.256997483,15240604.133831677,174711.32307692307,3712223.815935703 
 06/23  23:00:00,44034527.03196972,3762436.7175633169,2341226.285655135,1370171.3147942557,10105430.469853927,0.0,681202.4725446629,8335414.728666182,13716543.720448515,174711.5338273746,3547389.788616448 
 06/23  24:00:00,34376337.31311531,1868155.9338272736,1162512.0138114598,680348.5343547517,8736305.07660028,0.0,467191.3292199694,6254303.26943199,13335528.617102724,174711.32307692307,1697281.2156899956 
 06/24  01:00:00,28639211.112566014,1120924.1156763742,697531.0351369232,408209.12061285096,7548207.157367932,0.0,279075.4404140663,5837054.509869731,12573498.410411129,174711.32307692307,0.0 
 06/24  02:00:00,25952338.773829607,747231.8181508987,464980.9786745365,272139.4137419008,6680719.520256316,0.0,247001.27796339466,5173071.134900329,12192483.30706535,174711.32307692307,0.0 
 06/24  03:00:00,24538904.28117715,747231.8181508987,464980.9786745365,272139.4137419008,6063924.232882371,0.0,224192.44177114569,4780255.869159831,11811468.203719557,174711.32307692307,0.0 
 06/24  04:00:00,24987180.226895397,830800.7824789592,517042.6460280523,280883.06741508157,5564942.707558598,0.0,205737.32272361878,5220579.07054882,12192483.30706535,174711.32307692307,0.0 
 06/24  05:00:00,28324964.061109615,2279736.90256547,1418531.5175705115,541577.5130279041,5278640.333356426,0.0,195146.33263031627,5863121.728470983,12573498.410411129,174711.32307692307,0.0 
 06/24  06:00:00,40135566.06775017,5352080.362597074,3330397.9653719367,0.0,5963847.606796524,2216905.965984976,242905.04692393795,8757158.973204427,14097558.823794293,174711.32307692307,0.0 
 06/24  07:00:00,48053311.63611123,6772905.533074146,4214493.236379812,0.0,6483789.236340945,1385907.4509638414,253550.65173452954,12765319.864017647,16002634.340523275,174711.32307692307,0.0 
 06/24  08:00:00,52142979.29029507,7197625.315216756,4478852.137655444,0.0,7072249.128179482,1077187.7911351838,272115.289780131,15486588.861382008,16383649.44386906,174711.32307692307,0.0 
 06/24  09:00:00,143487861.4183198,7398679.715684263,4603943.100404167,0.0,7835529.631397266,907089.5505555403,529146.2211501745,18477219.390370843,16383649.44386906,174722.29921959598,87177882.06566873 
 06/24  10:00:00,75822781.73654221,7197472.538316704,4478733.003405208,0.0,8239941.81483268,794786.2354591958,619765.7831844483,19227978.979874288,16383649.44386906,174711.72677842104,18705742.210822073 
 06/24  11:00:00,60771196.24133405,6918807.47262314,4305273.535060312,0.0,8259650.195496621,688130.2065664881,619281.7188688999,20372571.70624344,16764664.547214838,174711.32307692307,2668105.5361832475 
 06/24  12:00:00,60969080.14614613,6717600.295255575,4180063.4380613539,0.0,8501124.152912155,590884.9649988151,625635.4863834193,20245509.341698674,17145679.65056062,174711.32307692307,2787871.493198611 
 06/24  13:00:00,59386071.668505389,6658475.6349357259,4143250.954738158,0.0,8982229.60055072,468773.08477598198,641147.6593926537,18267778.14819999,17145679.65056062,174711.32307692307,2904025.6122747708 
 06/24  14:00:00,60022482.70739287,6738836.284362706,4193287.3398376468,0.0,10395210.137218394,212643.48626227259,690383.175652581,17857135.32062119,16764664.547214838,174711.32307692307,2995611.0931464966 
 06/24  15:00:00,63357552.22603716,7264541.597439226,4520429.990988115,0.0,12772525.855651332,112791.50834814293,776246.8859142172,17132213.785072946,17526694.753906434,174711.32307692307,3077396.5256397749 
 06/24  16:00:00,72855424.32625988,8764199.64834277,5453608.573093584,0.0,15118722.276143752,71252.7964212998,860385.8518547402,20963438.25625526,18288724.960598008,174711.32307692307,3160380.640473656 
 06/24  17:00:00,86525107.67907727,11596225.044593677,7215842.402597489,0.0,17034540.727228419,0.0,933390.7525710792,26512849.45903308,19812785.37398116,174711.32307692307,3244762.595995467 
