Date/Time,Electricity:Facility [J](Hourly),Res_lighting:InteriorLights:Electricity [J](Hourly),NonRes_lighting:InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Appliances:InteriorEquipment:Electricity [J](Hourly),Misc_Loads:InteriorEquipment:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),WaterSystems:Electricity [J](Hourly) 
 12/12  05:00:00,28791451.567791307,830800.7824789592,517042.6460280523,301001.6125189955,4103274.216329349,0.0,151574.92485634754,4313748.399603603,18399297.662899089,174711.32307692307,0.0 
 12/12  06:00:00,35061525.354618359,2279736.90256547,1418531.5175705115,822423.2989202256,3761658.8395798008,2473030.469622243,168083.98573064304,4989073.302687899,18974275.71486468,174711.32307692307,0.0 
 12/12  07:00:00,49645104.35348904,5352080.362597074,3330397.9653719367,1448117.1588262255,4184025.8363603658,2069092.0557827538,471033.44690572537,7868028.899076765,21274187.922727087,174711.32307692307,3473429.3827642526 
 12/12  08:00:00,57120423.96956101,6772905.533074146,4214493.236379812,0.0,4008145.5793981018,1814713.2151878698,475966.9334957167,11770246.567109172,24149078.182555066,174711.32307692307,3740163.39928432 
 12/12  09:00:00,55751991.54852121,7197625.315216756,4478852.137655444,0.0,2770913.4165368035,553010.7464286601,229213.56486144727,14138698.450019073,24724056.23452066,174711.3612698904,1484910.3220125866 
 12/12  10:00:00,54150443.53636611,7398679.715684263,4603943.100404167,0.0,134350.21524754566,446844.68398339769,9586.363604364953,16658271.899844783,24724056.23452066,174711.32307692307,0.0 
 12/12  11:00:00,54097573.05378863,7197472.538316704,4478733.003405208,0.0,122522.93808857959,339386.43137269749,7922.653633316408,17052767.931374626,24724056.23452066,174711.32307692307,0.0 
 12/12  12:00:00,57205212.80488232,6918807.47262314,4305273.535060312,0.0,133222.38667214759,238223.52483173309,160879.6702142465,18288580.316580945,25299034.286486258,174711.66958844578,1686479.9428252904 
 12/12  13:00:00,64968937.596321199,6717600.295255575,4180063.4380613539,0.0,180479.5795670274,335580.60115445408,317302.6286640945,23813831.30629904,25874012.33845185,174711.52923124159,3375355.8796366585 
 12/12  14:00:00,57140250.43892148,6658475.6349357259,4143250.954738158,0.0,216332.04186840167,16156.589402035816,314736.4789952941,16406012.534656089,25874012.33845185,174711.32307692307,3336562.542796979 
 12/12  15:00:00,57170695.021805677,6738836.284362706,4193287.3398376468,0.0,568971.566863627,0.0,326046.91956011389,16483175.99322239,25299034.286486258,174711.44596285677,3386631.185510292 
 12/12  16:00:00,58653332.629686359,7264541.597439226,4520429.990988115,0.0,952243.2558266753,0.0,339367.7421180698,15408759.89194903,26448990.39041745,174711.32307692307,3544288.4378711378 
 12/12  17:00:00,68044981.30037086,8764199.64834277,5453608.573093584,1737925.621843405,809495.209529523,0.0,270686.4674418018,20323745.359152244,27598946.494348647,174711.32307692307,2911662.6035419169 
 12/12  18:00:00,96205015.3267358,11596225.044593677,7215842.402597489,4608950.030900703,15036525.59826953,105796.96574840922,555659.0796501779,27012446.170419747,29898858.702211027,174711.33234525965,0.0 
 12/12  19:00:00,94364124.79229266,14507388.875071165,9027397.811699463,5451934.1529430639,10929008.534498562,232627.10297182943,405093.1621829511,23162127.07567205,30473836.754176644,174711.32307692307,0.0 
 12/12  20:00:00,86135635.76719207,15124913.10507851,9411605.768713396,5252021.316644567,9531405.622443993,0.0,427803.1865965859,16640807.531439208,28748902.59827986,174711.89021910728,823464.7477767486 
 12/12  21:00:00,78052769.31066795,12856328.916216782,7999984.037656624,4201129.772166229,8362931.454760927,0.0,615392.4718645929,13884928.983799853,27023968.442383049,174713.51413035953,2933391.71768968 
 12/12  22:00:00,69194722.37998995,9736013.509569077,6058334.027295979,3161622.732327506,7675976.51829635,0.0,590024.0853623855,12915075.58647163,25874012.33845185,174711.32307692307,3008952.2591381187 
 12/12  23:00:00,60225412.726065177,8377215.760512831,5212719.119114616,2759950.9124533056,6470982.126780351,0.0,546404.8807299564,10593182.56653244,22999122.078623874,174711.32307692307,3091123.9582409376 
 12/12  24:00:00,44880307.407109279,3762436.7175633169,2341226.285655135,1370171.3147942562,5369194.398060097,0.0,505721.3620039998,7483162.311776513,20699209.870761459,174711.32307692307,3174473.823417664 
 12/13  01:00:00,37705524.41185485,1868155.9338272736,1162512.0138114598,680348.5343547517,4614111.572577277,0.0,477852.6853182801,5344385.270791238,20124231.818795895,174711.32307692307,3259215.259301717 
 12/13  02:00:00,33989452.16989682,1120924.1156763742,697531.0351369232,408209.12061285096,4012936.879761831,0.0,455668.1107834722,4799632.500588597,18974275.71486468,174711.32307692307,3345563.369395245 
 12/13  03:00:00,31535651.05474588,747231.8181508987,464980.9786745365,272139.4137419008,3458036.509379067,0.0,435194.6431171577,4150317.026440759,18399297.662899089,174711.32307692307,3433741.6792656269 
 12/13  04:00:00,29808920.508319625,747231.8181508987,464980.9786745365,272139.4137419008,2977442.6991341148,0.0,417463.6695470827,3835239.098162697,17824319.610933495,174711.69759969889,3095391.522375247 
 12/13  05:00:00,30701872.99353406,830800.7824789592,517042.6460280523,301001.6125189955,2654205.6226740169,0.0,405536.373575542,4313748.399603603,18399297.662899089,174711.45649044234,3105528.437265381 
 12/13  06:00:00,37686253.526543129,2279736.90256547,1418531.5175705115,822423.2989202256,2496044.338670886,2920967.8687593906,433427.970048298,4989073.302687899,18974275.71486468,174711.32307692307,3177061.2893788886 
 12/13  07:00:00,48573874.58743322,5352080.362597074,3330397.9653719367,1448117.1588262255,3053019.0191854827,2299801.2373097485,445664.0326544101,7868028.899076765,21274187.922727087,174711.32307692307,3327866.666607649 
 12/13  08:00:00,121293976.57374808,6772905.533074146,4214493.236379812,0.0,3404140.9824375787,1958053.3324766576,378131.51403425997,11770246.567109172,24149078.182555066,174714.9926703736,68472212.23301116 
 12/13  09:00:00,60590277.208764258,7197625.315216756,4478852.137655444,0.0,3108242.070291542,574849.3795271444,408908.1872420094,14138698.450019073,24724056.23452066,174711.40038398616,5784334.033907741 
 12/13  10:00:00,57111571.81678287,7398679.715684263,4603943.100404167,0.0,186090.40709052655,386275.4708749336,318089.45659860668,16658271.899844783,24724056.23452066,174711.32307692307,2661454.2086879888 
 12/13  11:00:00,175439042.5427707,7197472.538316704,4478733.003405208,0.0,330490.7635657578,286454.91001678109,244794.49154689694,75968673.03180607,24724056.23452066,174712.9465796778,62033654.62301286 
 12/13  12:00:00,103135232.5980079,6918807.47262314,4305273.535060312,0.0,323798.5689126602,233099.2681488963,282420.0097013166,36984103.666212748,25299034.286486258,174711.8382549048,28613983.952607864 
 12/13  13:00:00,59948975.12114479,6717600.295255575,4180063.4380613539,0.0,290809.6435992776,273285.0020746303,320162.922229638,18435412.149581344,25874012.33845185,174711.33940097408,3682917.9924903309 
 12/13  14:00:00,56677186.80706631,6658475.6349357259,4143250.954738158,0.0,364249.1088818378,13897.358735408356,319819.7571344728,16406012.534656089,25874012.33845185,174711.32307692307,2722757.796455819 
 12/13  15:00:00,57343027.38609148,6738836.284362706,4193287.3398376468,0.0,1260449.4864877095,0.0,351011.59844475975,16483175.99322239,25299034.286486258,174711.32307692307,2842521.0741733077 
 12/13  16:00:00,59260972.83482757,7264541.597439226,4520429.990988115,0.0,2109417.071987709,0.0,381279.93552087948,15408759.89194903,26448990.39041745,174711.32307692307,2952842.6334484925 
 12/13  17:00:00,69294001.23784116,8764199.64834277,5453608.573093584,1737925.621843405,1832219.8546294482,0.0,371949.08563940206,20323745.359152244,27598946.494348647,174711.32307692307,3036695.277714705 
 12/13  18:00:00,103468936.74250184,11596225.044593677,7215842.402597489,4608950.030900703,18790207.98491918,52104.345185211074,1000372.0159339889,27012446.170419747,29898858.702211027,174711.32307692307,3119218.722664148 
 12/13  19:00:00,100073313.89460284,14507388.875071165,9027397.811699463,5451934.1529430639,13097903.10200613,183377.29991204386,791622.5490456468,23162127.07567205,30473836.754176644,174711.32307692307,3203014.9509996988 
 12/13  20:00:00,90511881.61017916,15124913.10507851,9411605.768713396,5252021.316644567,11152716.583936386,0.0,717912.3985378563,16640807.531439208,28748902.59827986,174711.32307692307,3288290.984472379 
 12/13  21:00:00,79373971.19855604,12856328.916216782,7999984.037656624,4201129.772166229,9524105.521532715,0.0,657927.8054925209,13884928.983799853,27023968.442383049,174712.2630775611,3050885.4562308436 
 12/13  22:00:00,77873394.55110812,9736013.509569077,6058334.027295979,3161622.732327506,8412643.59953348,0.0,616944.6721775528,12915075.58647163,25874012.33845185,174711.92895518649,10924036.156325698 
 12/13  23:00:00,186498146.7630963,8377215.760512831,5212719.119114616,2759950.9124533056,6887360.675621384,0.0,484737.272025902,10593182.56653244,22999122.078623874,174715.72154962974,129009142.6566624 
 12/13  24:00:00,69090355.92499015,3762436.7175633169,2341226.285655135,1370171.3147942562,5521184.123363362,0.0,511240.61943007449,7483162.311776513,20699209.870761459,174711.80385557793,27227012.877790538 
 12/14  01:00:00,190285904.90890277,1868155.9338272736,1162512.0138114598,680348.5343547517,7666429.699195911,0.0,410922.64948095366,63494308.41010705,20124231.818795895,174713.0526606493,94704282.79666867 
 12/14  02:00:00,128388731.56545547,1120924.1156763742,697531.0351369232,408209.12061285096,6205756.8321517319,0.0,536500.8374320071,38657899.41262153,18974275.71486468,174712.2560761676,61612922.24088324 
 12/14  03:00:00,30754495.621643515,747231.8181508987,464980.9786745365,272139.4137419008,3619669.1348791609,0.0,441127.10407560327,4150317.026440759,18399297.662899089,174711.32307692307,2485021.159704712 
 12/14  04:00:00,29136388.187382275,747231.8181508987,464980.9786745365,272139.4137419008,2804826.773292901,0.0,411071.6693620587,3835239.098162697,17824319.610933495,174711.32307692307,2601867.5019868987 
 12/14  05:00:00,29854041.932495879,830800.7824789592,517042.6460280523,301001.6125189955,2208329.992543935,0.0,389068.3571096214,4313748.399603603,18399297.662899089,174711.32307692307,2720041.1562367237 
 12/14  06:00:00,36982019.12720603,2279736.90256547,1418531.5175705115,822423.2989202256,1796398.4935258544,3273488.9285103867,412568.2387744972,4989073.302687899,18974275.71486468,174711.32307692304,2840811.406709642 
 12/14  07:00:00,47638205.105021048,5352080.362597074,3330397.9653719367,1448117.1588262255,2235821.5994820219,2585003.0331986967,419369.91342491979,7868028.899076765,21274187.922727087,174711.32307692307,2950486.92723946 
 12/14  08:00:00,79571239.84230188,6772905.533074146,4214493.236379812,0.0,3091921.6153739534,2288025.1546788315,370781.62472618909,11770246.567109172,24149078.182555066,174712.5741433934,26739075.354261448 
 12/14  09:00:00,57475010.880839217,7197625.315216756,4478852.137655444,0.0,3129036.2341283888,796504.7960724161,431321.8941844255,14138698.450019073,24724056.23452066,174711.32307692307,2404204.4959652239 
 12/14  10:00:00,57083728.40750766,7398679.715684263,4603943.100404167,0.0,198064.22456401879,483838.10806215,319401.1177563811,16658271.899844783,24724056.23452066,174711.32307692307,2522762.683594291 
 12/14  11:00:00,57092595.70209164,7197472.538316704,4478733.003405208,0.0,229623.73483562179,277071.7934839562,318097.75111032478,17052767.931374626,24724056.23452066,174711.32307692307,2640061.391967697 
 12/14  12:00:00,59829187.97967389,6918807.47262314,4305273.535060312,0.0,265944.3906234118,191816.31894812,318378.11288397116,18288580.316580945,25299034.286486258,174711.41578318698,4066642.13068475 
 12/14  13:00:00,59090611.49374529,6717600.295255575,4180063.4380613539,0.0,309240.1881923574,243295.13792113478,320312.20223878658,18435412.149581344,25874012.33845185,174711.32307692307,2835964.420966144 
 12/14  14:00:00,56934483.848426777,6658475.6349357259,4143250.954738158,0.0,443059.38729932488,0.0,322066.4241657802,16406012.534656089,25874012.33845185,174711.4127031588,2912895.1614766705 
 12/14  15:00:00,57786045.857848938,6738836.284362706,4193287.3398376468,0.0,1546146.372849134,0.0,358955.3306538559,16483175.99322239,25299034.286486258,174711.32307692307,2991898.927360247 
 12/14  16:00:00,59798398.56196027,7264541.597439226,4520429.990988115,0.0,2519833.8977021125,0.0,391830.146211238,15408759.89194903,26448990.39041745,174711.37297146355,3069301.2742818996 
 12/14  17:00:00,70170532.7397187,8764199.64834277,5453608.573093584,1737925.621843405,2581089.7522552015,0.0,397301.11616041706,20323745.359152244,27598946.494348647,174711.32307692307,3139004.8514454637 
 12/14  18:00:00,118978191.97934583,11596225.044593677,7215842.402597489,4608950.030900703,21207511.52100479,0.0,1088953.0917235425,40330664.799641657,29898858.702211027,174712.13543119376,2856474.2512419426 
 12/14  19:00:00,183167559.43660847,14507388.875071165,9027397.811699463,5451934.1529430639,18005036.624406835,65180.79071591326,970859.9878308902,74652993.0321087,30473836.754176644,174712.74195792585,29838218.665697755 
 12/14  20:00:00,111271454.6902461,15124913.10507851,9411605.768713396,5252021.316644567,14283313.942263389,0.0,756301.1302625218,26895202.57966266,28748902.59827986,174711.60564670049,10624482.643694487 
 12/14  21:00:00,81482651.45758842,12856328.916216782,7999984.037656624,4201129.772166229,11815660.56126646,0.0,742330.5422764472,13884928.983799853,27023968.442383049,174711.32307692307,2783608.8787462215 
 12/14  22:00:00,138673399.6869,9736013.509569077,6058334.027295979,3161622.732327506,10499320.181680067,0.0,693878.4078416143,12915075.58647163,25874012.33845185,174717.1187760887,69560425.78448606 
 12/14  23:00:00,157898958.20005147,8377215.760512831,5212719.119114616,2759950.9124533056,8709371.79897058,0.0,521367.4005976378,10593182.56653244,22999122.078623874,174717.11877361817,98551311.44447264 
 12/14  24:00:00,46010507.55868532,3762436.7175633169,2341226.285655135,1370171.3147942562,7152776.299171414,0.0,571576.2542562361,7483162.311776513,20699209.870761459,174711.32307692307,2455237.181630151 
 12/15  01:00:00,38463729.66864151,1868155.9338272736,1162512.0138114598,680348.5343547517,6008297.309494879,0.0,529338.6173353166,5344385.270791238,20124231.818795895,174711.32307692307,2571748.847153735 
 12/15  02:00:00,34475038.55272841,1120924.1156763742,697531.0351369232,408209.12061285096,5113888.5417283349,0.0,496327.1547423042,4799632.500588597,18974275.71486468,174711.32307692307,2689539.0463015025 
 12/15  03:00:00,31908074.323684835,747231.8181508987,464980.9786745365,272139.4137419008,4419848.473671943,0.0,470709.33809871596,4150317.026440759,18399297.662899089,174711.32307692307,2808838.2889301406 
 12/15  04:00:00,30486678.88472553,747231.8181508987,464980.9786745365,272139.4137419008,3796260.1058833159,0.0,447694.7545368673,3835239.098162697,17824319.610933495,174711.32307692307,2924101.7815649409 
 12/15  05:00:00,31281025.38250053,830800.7824789592,517042.6460280523,301001.6125189955,3304687.9268830998,0.0,429556.0133307666,4313748.399603603,18399297.662899089,174711.32307692307,3010179.0156810528 
 12/15  06:00:00,37852845.007696319,2279736.90256547,1418531.5175705115,822423.2989202256,2912028.1760699909,2743119.5707365416,446650.34021222489,4989073.302687899,18974275.71486468,174711.32307692307,3092294.8609918907 
 12/15  07:00:00,48683980.918133508,5352080.362597074,3330397.9653719367,1448117.1588262255,3360896.8767117259,2243786.8520540019,456137.2964404579,7868028.899076765,21274187.922727087,174711.32307692307,3175636.2612513855 
 12/15  08:00:00,56859192.52118092,6772905.533074146,4214493.236379812,0.0,4104282.458543811,1932775.1060754234,480323.71729400687,11770246.567109172,24149078.182555066,174711.32307692307,3260376.3970726898 
 12/15  09:00:00,59019932.20286377,7197625.315216756,4478852.137655444,0.0,3946742.2570946125,574445.4374372616,458893.1620621825,14138698.450019073,24724056.23452066,174711.33755218707,3325907.8713057159 
 12/15  10:00:00,57862775.43314909,7398679.715684263,4603943.100404167,0.0,216975.77865433639,348161.853464348,318502.51677015775,16658271.899844783,24724056.23452066,174711.32307692307,3419473.010729443 
 12/15  11:00:00,57932837.44193876,7197472.538316704,4478733.003405208,0.0,251511.89599246303,224887.6592505559,318260.0800543715,17052767.931374626,24724056.23452066,174711.32307692307,3510436.7759473349 
 12/15  12:00:00,59348138.62863904,6918807.47262314,4305273.535060312,0.0,288445.4176098825,151909.96189729734,318698.4739739344,18288580.316580945,25299034.286486258,174711.32307692307,3602677.8413305447 
 12/15  13:00:00,75067526.51915497,6717600.295255575,4180063.4380613539,0.0,449054.07262523748,190136.58317692797,324720.46177774886,33582537.045146819,25874012.33845185,174711.74047008094,3574690.5441895166 
