Date/Time,Electricity:Facility [J](Hourly),Res_lighting:InteriorLights:Electricity [J](Hourly),NonRes_lighting:InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Appliances:InteriorEquipment:Electricity [J](Hourly),Misc_Loads:InteriorEquipment:Electricity [J](Hourly) ,DHW:NaturalGas [J](Hourly) 
 12/16  13:00:00,71049403.34,6717600.295,4180063.438,0,4920145.624,863660.677,496911.3989,24976646.12,25874012.34,31163537.58
 12/16  14:00:00,64961106.81,6658475.635,4143250.955,0,6166946.397,452874.4121,538572.7485,18124908.83,25874012.34,22142525.26
 12/16  15:00:00,65582946.91,6738836.284,4193287.34,0,7498995.61,207630.6883,583972.9635,17945520.6,25299034.29,21443494.37
 12/16  16:00:00,67694956.81,7264541.597,4520429.991,0,8549921.236,105719.6436,619107.416,16973725.17,26448990.39,20666793.85
 12/16  17:00:00,77394807.5,8764199.648,5453608.573,1737925.622,8080006.895,148359.8461,605500.1119,21734779.63,27598946.49,25154349.18
 12/16  18:00:00,94343576.43,11596225.04,7215842.403,4608950.031,8665803.055,0,626004.1555,28397825.27,29898858.7,31816479.18
 12/16  19:00:00,96889728.23,14507388.88,9027397.812,5451934.153,9367323.068,0,653091.0733,24470540.67,30473836.75,27758826.09
 12/16  20:00:00,97904599.84,15124913.11,9411605.769,5252021.317,9361114.907,0,652859.8757,23257359.69,28748902.6,28584409.12
 12/16  21:00:00,92034798.84,12856328.92,7999984.038,4201129.772,8869836.879,0,634698.4654,23552035.41,27023968.44,30094643.56
 12/16  22:00:00,70428966.08,9736013.51,6058334.027,3161622.732,7700718.184,0,591562.5769,14300454.69,25874012.34,17693584.29
 12/16  23:00:00,61415681.54,8377215.761,5212719.119,2759950.912,6671673.917,0,553585.9138,11722009.98,22999122.08,14569972.6
 12/16  24:00:00,45454424.96,3762436.718,2341226.286,1370171.315,5468132.465,0,509195.4611,8098886.356,20699209.87,9869277.173
 12/17  01:00:00,37771124.51,1868155.934,1162512.014,680348.5344,4571175.687,0,476123.2951,5600936.956,20124231.82,6631065.883
 12/17  02:00:00,33745480.96,1120924.116,697531.0351,408209.1206,3772893.684,0,446689.6239,4953563.512,18974275.71,5763073.215
 12/17  03:00:00,31007239.64,747231.8182,464980.9787,272139.4137,2995990.731,0,418052.3433,4252937.7,18399297.66,4945756.714
 12/17  04:00:00,29355235.68,747231.8182,464980.9787,272139.4137,2226820.683,0,389700.5637,3886549.435,17824319.61,4462677.759
 12/17  05:00:00,30044939.1,830800.7825,517042.646,301001.6125,1582214.231,0,365935.8462,4416369.074,18399297.66,5083663.774
 12/17  06:00:00,84761725.35,2279736.903,1418531.518,822423.2989,1258959.748,0,354006.1465,5143004.314,18974275.71,5914227.548
 12/17  07:00:00,109105827.1,5352080.363,3330397.965,1448117.159,1304708.05,0,201897.7442,8278511.595,21274187.92,9594901.809
 12/17  08:00:00,52854260.48,6772905.533,4214493.236,0,2033850.629,0,305707.3631,12591211.96,24149078.18,14764554.75
 12/17  09:00:00,58005230.54,7197625.315,4478852.138,0,2013796.96,0,381878.9392,15370146.54,24724056.23,18387679.76
 12/17  10:00:00,60491888.43,7398679.716,4603943.1,0,2097613.495,0,384967.656,18402823.36,24724056.23,22459641.91
 12/17  11:00:00,70842594.89,7197472.538,4478733.003,0,2114340.662,0,385571.0685,19053871.08,24724056.23,23617570.14
 12/17  12:00:00,69536594.14,6918807.473,4305273.535,0,2523826.499,0,400613.9945,20366648.97,25299034.29,25086240.83
 12/17  13:00:00,63700596.37,6717600.295,4180063.438,0,3282166.424,0,428483.8832,20333894.62,25874012.34,24715260.93
 12/17  14:00:00,63004523.59,6658475.635,4143250.955,0,4738532.039,0,482155.3221,18124908.83,25874012.34,22142525.26
 12/17  15:00:00,66930504.17,6738836.284,4193287.34,0,6827103.35,0,520829.2839,17945520.6,25299034.29,21443494.37
 12/17  16:00:00,66594300.51,7264541.597,4520429.991,0,7741996.409,0,593050.8001,16973725.17,26448990.39,20666793.85
 12/17  17:00:00,76324809.48,8764199.648,5453608.573,1737925.622,7325085.349,0,577564.4486,21734779.63,27598946.49,25154349.18
 12/17  18:00:00,93478021.1,11596225.04,7215842.403,4608950.031,7977137.784,0,601428.5173,28397825.27,29898858.7,31816479.18
 12/17  19:00:00,96804108.99,14507388.88,9027397.812,5451934.153,9010650.077,0,639524.8444,24470540.67,30473836.75,27758826.09
 12/17  20:00:00,88911116.2,15124913.11,9411605.769,5252021.317,8497680.249,0,620675.2841,17949221.13,28748902.6,21211982.24
 12/17  21:00:00,78947869.74,12856328.92,7999984.038,4201129.772,7713795.034,0,591817.6033,15218997.75,27023968.44,18520960.97
 12/17  22:00:00,69943803.67,9736013.51,6058334.027,3161622.732,7148002.758,0,570995.8923,14300454.69,25874012.34,17693584.29
 12/17  23:00:00,61085047.72,8377215.761,5212719.119,2759950.912,6218743.133,0,536807.6138,11722009.98,22999122.08,14569972.6
 12/17  24:00:00,49936301.09,3762436.718,2341226.286,1370171.315,5095094.188,0,495467.3289,8098886.356,20699209.87,9869277.173
 12/18  01:00:00,49975056.6,1868155.934,1162512.014,680348.5344,4258806.742,0,464695.6319,5344385.271,20124231.82,6279622.928
 12/18  02:00:00,32837794.07,1120924.116,697531.0351,408209.1206,3502799.275,0,436814.5677,4799632.501,18974275.71,5552207.442
 12/18  03:00:00,30247820.82,747231.8182,464980.9787,272139.4137,2782255.214,0,410237.7841,4150317.026,18399297.66,4805179.532
 12/18  04:00:00,28765966.34,747231.8182,464980.9787,272139.4137,2102971.276,0,385180.6427,3835239.098,17824319.61,4392389.168
 12/18  05:00:00,29520600.57,830800.7825,517042.646,301001.6125,1575249.935,0,365713.0977,4313748.4,18399297.66,4943086.592
 12/18  06:00:00,36971135.14,2279736.903,1418531.518,822423.2989,1320801.814,3484041.619,398052.5465,4989073.303,18974275.71,5703361.775
 12/18  07:00:00,47465370.6,5352080.363,3330397.965,1448117.159,1923692.93,2725704.007,409296.6633,7868028.899,21274187.92,9032593.081
 12/18  08:00:00,55605913.05,6772905.533,4214493.236,0,2620159.439,2402942.584,431541.1437,11770246.57,24149078.18,13639937.3
 12/18  09:00:00,57985041.71,7197625.315,4478852.138,0,2744809.884,920432.8323,418247.0281,14138698.45,24724056.23,16700753.57
 12/18  10:00:00,57958351.93,7398679.716,4603943.1,0,242787.5161,537501.0186,321352.5455,16658271.9,24724056.23,20069829.82
 12/18  11:00:00,64647841.81,7197472.538,4478733.003,0,282726.432,321521.3424,320298.5368,24029604.61,24724056.23,30566382.08
 12/18  12:00:00,64817651.61,6918807.473,4305273.535,0,309977.074,222591.8478,320153.4904,24347332.43,25299034.29,30654500.32
 12/18  13:00:00,59239086.09,6717600.295,4180063.438,0,328767.4032,284882.617,321445.3623,18435412.15,25874012.34,22114583.06
 12/18  14:00:00,56762217.01,6658475.635,4143250.955,0,419023.9165,2883.300522,321382.9337,16406012.53,25874012.34,19787857.47
 12/18  15:00:00,64396131.04,6738836.284,4193287.34,0,1517836.106,0,357870.3795,16483175.99,25299034.29,19440269.53
 12/18  16:00:00,59685645.07,7264541.597,4520429.991,0,2702995.75,0,397933.724,15408759.89,26448990.39,18522991.83
 12/18  17:00:00,70089299.58,8764199.648,5453608.573,1737925.622,2744848.795,0,401155.2288,20323745.36,27598946.49,23221412.93
 12/18  18:00:00,105170649.4,11596225.04,7215842.403,4608950.031,20613543.08,0,1060027.489,27012446.17,29898858.7,29918687.23
 12/18  19:00:00,101482772.5,14507388.88,9027397.812,5451934.153,14764777.02,36836.59655,851221.7195,23162127.08,30473836.75,25966467.03
 12/18  20:00:00,91803076.14,15124913.11,9411605.769,5252021.317,12844955.85,0,780102.6068,16640807.53,28748902.6,19419623.17
 12/18  21:00:00,81001032.03,12856328.92,7999984.038,4201129.772,11171322.39,0,718492.8407,13884928.98,27023968.44,16693457.6
 12/18  22:00:00,71684596.3,9736013.51,6058334.027,3161622.732,9994082.621,0,675145.6144,12915075.59,25874012.34,15795792.33
 12/18  23:00:00,61922833.38,8377215.761,5212719.119,2759950.912,8312487.128,0,614261.3917,10593182.57,22999122.08,13023623.6
 12/18  24:00:00,46001690.73,3762436.718,2341226.286,1370171.315,6786970.42,0,558015.8859,7483162.312,20699209.87,9025814.081
 12/19  01:00:00,38409208.65,1868155.934,1162512.014,680348.5344,5677412.183,0,517094.0982,5344385.271,20124231.82,6279622.928
 12/19  02:00:00,34551870.74,1120924.116,697531.0351,408209.1206,4913922.886,0,488918.3201,4799632.501,18974275.71,5552207.442
 12/19  03:00:00,32006565.47,747231.8182,464980.9787,272139.4137,4256897.086,0,464670.3747,4150317.026,18399297.66,4805179.532
 12/19  04:00:00,30496260.16,747231.8182,464980.9787,272139.4137,3572633.638,0,439419.9175,3835239.098,17824319.61,4392389.168
 12/19  05:00:00,31165631.29,830800.7825,517042.646,301001.6125,2961925.056,0,416887.9306,4313748.4,18399297.66,4943086.592
 12/19  06:00:00,37820432.83,2279736.903,1418531.518,822423.2989,2572496.337,2817329.243,435441.5334,4989073.303,18974275.71,5703361.775
 12/19  07:00:00,135396745.7,5352080.363,3330397.965,1448117.159,3076287.644,2301855.951,369720.8856,7868028.899,21274187.92,9032593.081
 12/19  08:00:00,250711785.2,6772905.533,4214493.236,0,3816422.31,2132860.412,242093.5798,11770246.57,24149078.18,13639937.3
 12/19  09:00:00,120283124.4,7197625.315,4478852.138,0,3583900.333,695385.1184,370157.9521,14138698.45,24724056.23,16700753.57
 12/19  10:00:00,63371546.14,7398679.716,4603943.1,0,208976.6325,418198.3043,319065.6147,16658271.9,24724056.23,20069829.82
 12/19  11:00:00,56971133.18,7197472.538,4478733.003,0,243918.1507,261531.0037,318404.646,17052767.93,24724056.23,20876315.09
 12/19  12:00:00,58408064.91,6918807.473,4305273.535,0,279304.9053,186924.4793,318768.1493,18288580.32,25299034.29,22239552.89
 12/19  13:00:00,66846567.14,6717600.295,4180063.438,0,345595.0854,221640.5738,321384.7844,18435412.15,25874012.34,22114583.06
 12/19  14:00:00,63046359.34,6658475.635,4143250.955,0,532667.6823,0,286850.4839,16406012.53,25874012.34,19787857.47
 12/19  15:00:00,61724859.09,6738836.284,4193287.34,0,1752301.615,0,366271.9126,16483175.99,25299034.29,19440269.53
 12/19  16:00:00,61365924.04,7264541.597,4520429.991,0,2853989.347,0,404052.759,15408759.89,26448990.39,18522991.83
 12/19  17:00:00,70403800.66,8764199.648,5453608.573,1737925.622,3052969.708,0,413256.1678,20323745.36,27598946.49,23221412.93
 12/19  18:00:00,106020137.1,11596225.04,7215842.403,4608950.031,21431658.18,0,1094469.134,27012446.17,29898858.7,29918687.23
 12/19  19:00:00,102183745.1,14507388.88,9027397.812,5451934.153,15437514.47,42801.06234,876613.7302,23162127.08,30473836.75,25966467.03
 12/19  20:00:00,94501933.17,15124913.11,9411605.769,5252021.317,13508751.17,0,805017.2324,18385762.19,28748902.6,21843175.32
 12/19  21:00:00,81716982.81,12856328.92,7999984.038,4201129.772,11690479.01,0,738024.5244,13884928.98,27023968.44,16693457.6
 12/19  22:00:00,72148127.66,9736013.51,6058334.027,3161622.732,10470345.37,0,693053.0277,12915075.59,25874012.34,15795792.33
 12/19  23:00:00,62609916.28,8377215.761,5212719.119,2759950.912,8729253.046,0,629959.9978,10593182.57,22999122.08,13023623.6
 12/19  24:00:00,46753895.78,3762436.718,2341226.286,1370171.315,7230449.477,0,574634.0456,7483162.312,20699209.87,9025814.081
 12/20  01:00:00,39258816.56,1868155.934,1162512.014,680348.5344,6122681.738,0,533721.9182,5344385.271,20124231.82,6279622.928
 12/20  02:00:00,35241001.97,1120924.116,697531.0351,408209.1206,5201405.555,0,499719.9569,4799632.501,18974275.71,5552207.442
 12/20  03:00:00,32566466.12,747231.8182,464980.9787,272139.4137,4412035.323,0,470593.6585,4150317.026,18399297.66,4805179.532
 12/20  04:00:00,31037642.75,747231.8182,464980.9787,272139.4137,3696181.585,0,444156.9032,3835239.098,17824319.61,4392389.168
 12/20  05:00:00,31738728.82,830800.7825,517042.646,301001.6125,3096862.61,0,422032.0424,4313748.4,18399297.66,4943086.592
 12/20  06:00:00,37861695.59,2279736.903,1418531.518,822423.2989,2590225.689,2881266.37,401599.2941,4989073.303,18974275.71,5703361.775
 12/20  07:00:00,44864026.69,5352080.363,3330397.965,1448117.159,2894905.115,2386858.726,134739.2204,7868028.899,21274187.92,9032593.081
 12/20  08:00:00,170843466.9,6772905.533,4214493.236,0,3681343.305,2180803.82,315148.1013,11770246.57,24149078.18,13639937.3
 12/20  09:00:00,126534499.9,7197625.315,4478852.138,0,3437666.237,785553.3238,442999.0278,14138698.45,24724056.23,16700753.57
 12/20  10:00:00,194626408.2,7398679.716,4603943.1,0,200177.5137,495759.8542,127503.8088,16658271.9,24724056.23,20069829.82
 12/20  11:00:00,248204488.4,7197472.538,4478733.003,0,394447.8858,315185.0319,247279.7573,79954720.85,24724056.23,120720692.8
 12/20  12:00:00,88918362.14,6918807.473,4305273.535,0,285474.7265,233466.1656,242627.3157,18288580.32,25299034.29,22239552.89
 12/20  13:00:00,95652561.54,6717600.295,4180063.438,0,347733.5615,296771.805,322409.3405,18435412.15,25874012.34,22114583.06
 12/20  14:00:00,56644998.4,6658475.635,4143250.955,0,472959.5025,13453.85233,323884.2203,16406012.53,25874012.34,19787857.47
 12/20  15:00:00,57401143.43,6738836.284,4193287.34,0,1456612.917,0,358394.7988,16483175.99,25299034.29,19440269.53
 12/20  16:00:00,63018114.08,7264541.597,4520429.991,0,2373047.616,0,391043.3374,15408759.89,26448990.39,18522991.83
 12/20  17:00:00,149666760.9,8764199.648,5453608.573,1737925.622,2233525.218,0,309752.3568,20323745.36,27598946.49,23221412.93
 12/20  18:00:00,103746365,11596225.04,7215842.403,4608950.031,19582401.48,19038.95809,1030677.157,27012446.17,29898858.7,29918687.23
 12/20  19:00:00,100364945.9,14507388.88,9027397.812,5451934.153,13869807.58,152058.3403,820736.4221,23162127.08,30473836.75,25966467.03
 12/20  20:00:00,90873676.69,15124913.11,9411605.769,5252021.317,11930163.54,0,747461.0005,16640807.53,28748902.6,19419623.17
 12/20  21:00:00,80242405.73,12856328.92,7999984.038,4201129.772,10463745.14,0,693294.8563,13884928.98,27023968.44,16693457.6
 12/20  22:00:00,123578839.6,9736013.51,6058334.027,3161622.732,11573821.84,0,734063.0067,53406389.42,25874012.34,80067724.21
 12/20  23:00:00,73943469.48,8377215.761,5212719.119,2759950.912,8701187.194,0,613850.4485,16397752.01,22999122.08,22237226.63
 12/20  24:00:00,53917705.68,3762436.718,2341226.286,1370171.315,6807305.323,0,559223.9705,7483162.312,20699209.87,9025814.081
 12/21  01:00:00,38297640.02,1868155.934,1162512.014,680348.5344,5704029.125,0,518439.2707,5344385.271,20124231.82,6279622.928
 12/21  02:00:00,34415892.75,1120924.116,697531.0351,408209.1206,4907735.729,0,489024.4165,4799632.501,18974275.71,5552207.442
 12/21  03:00:00,31937043.83,747231.8182,464980.9787,272139.4137,4304917.279,0,466749.7349,4150317.026,18399297.66,4805179.532
 12/21  04:00:00,30583342.26,747231.8182,464980.9787,272139.4137,3777237.224,0,447259.6752,3835239.098,17824319.61,4392389.168
 12/21  05:00:00,31476566.41,830800.7825,517042.646,301001.6125,3384539.113,0,432736.3103,4313748.4,18399297.66,4943086.592
 12/21  06:00:00,38192461.12,2279736.903,1418531.518,822423.2989,3152512.06,2719206.424,455520.72,4989073.303,18974275.71,5703361.775
 12/21  07:00:00,49090932.5,5352080.363,3330397.965,1448117.159,3730870.211,2195543.544,469449.4573,7868028.899,21274187.92,9032593.081
 12/21  08:00:00,57207617.46,6772905.533,4214493.236,0,4465927.86,1889063.295,493565.9803,11770246.57,24149078.18,13639937.3
 12/21  09:00:00,59345415.05,7197625.315,4478852.138,0,4225539.793,575939.6636,469536.5015,14138698.45,24724056.23,16700753.57
 12/21  10:00:00,149566946.3,7398679.716,4603943.1,0,221830.893,398835.632,114347.2057,16658271.9,24724056.23,20069829.82
 12/21  11:00:00,131129606,7197472.538,4478733.003,0,252977.8516,287593.9491,319128.5212,17052767.93,24724056.23,20876315.09
 12/21  12:00:00,74793694.62,6918807.473,4305273.535,0,279330.1949,221248.0606,242327.2914,18288580.32,25299034.29,22239552.89
 12/21  13:00:00,58808265.95,6717600.295,4180063.438,0,307962.5685,254097.451,320536.3699,18435412.15,25874012.34,22114583.06
 12/21  14:00:00,56704539.52,6658475.635,4143250.955,0,452511.7227,11353.77511,322952.1979,16406012.53,25874012.34,19787857.47
 12/21  15:00:00,57434370.21,6738836.284,4193287.34,0,1408972.821,0,356284.2811,16483175.99,25299034.29,19440269.53
 12/21  16:00:00,59312242.92,7264541.597,4520429.991,0,2210593.362,0,385038.8446,15408759.89,26448990.39,18522991.83
 12/21  17:00:00,154691516.6,8764199.648,5453608.573,1737925.622,2001153.244,0,301282.1656,20323745.36,27598946.49,23221412.93
 12/21  18:00:00,103267992.6,11596225.04,7215842.403,4608950.031,19188402.51,46938.31388,1016260.766,27012446.17,29898858.7,29918687.23
 12/21  19:00:00,110836322.5,14507388.88,9027397.812,5451934.153,13305404.17,186932.3267,800207.0017,23162127.08,30473836.75,25966467.03
 12/21  20:00:00,89952207.31,15124913.11,9411605.769,5252021.317,11275658.93,0,723139.3519,16640807.53,28748902.6,19419623.17
 12/21  21:00:00,79105599.82,12856328.92,7999984.038,4201129.772,9570602.406,0,660208.473,13884928.98,27023968.44,16693457.6
 12/21  22:00:00,69772712.82,9736013.51,6058334.027,3161622.732,8376657.02,0,616158.8563,12915075.59,25874012.34,15795792.33
 12/21  23:00:00,60453689.27,8377215.761,5212719.119,2759950.912,6809211.801,0,559172.6134,10593182.57,22999122.08,13023623.6
 12/21  24:00:00,44454657.59,3762436.718,2341226.286,1370171.315,5468266.251,0,509610.0937,7483162.312,20699209.87,9025814.081
 12/22  01:00:00,36982000.44,1868155.934,1162512.014,680348.5344,4571614.294,0,476458.4395,5344385.271,20124231.82,6279622.928
 12/22  02:00:00,33033991.83,1120924.116,697531.0351,408209.1206,3679919.675,0,443510.7612,4799632.501,18974275.71,5552207.442
 12/22  03:00:00,30250620.04,747231.8182,464980.9787,272139.4137,2760272.539,0,409550.9459,4150317.026,18399297.66,4805179.532
 12/22  04:00:00,28637693.21,747231.8182,464980.9787,272139.4137,1957612.082,0,379909.5105,3835239.098,17824319.61,4392389.168
 12/22  05:00:00,29449803.93,830800.7825,517042.646,301001.6125,1484635.036,0,362431.5335,4313748.4,18399297.66,4943086.592
 12/22  06:00:00,37014687.91,2279736.903,1418531.518,822423.2989,1260728.453,3546725.48,398033.3634,4989073.303,18974275.71,5703361.775
 12/22  07:00:00,47434234.82,5352080.363,3330397.965,1448117.159,1528901.169,2824263.905,398118.2331,7868028.899,21274187.92,9032593.081
 12/22  08:00:00,54819846.24,6772905.533,4214493.236,0,1509932.741,2515581.722,393554.1365,11770246.57,24149078.18,13639937.3
 12/22  09:00:00,56471915.96,7197625.315,4478852.138,0,849769.302,1149135.164,352095.5614,14138698.45,24724056.23,16700753.57
 12/22  10:00:00,58251148.6,7398679.716,4603943.1,0,85508.56905,789863.6533,319557.7852,16658271.9,24724056.23,20069829.82
 12/22  11:00:00,58161695.18,7197472.538,4478733.003,0,95315.0061,533389.4355,316752.0865,17052767.93,24724056.23,20876315.09
 12/22  12:00:00,59459560.64,6918807.473,4305273.535,0,120765.3866,353972.8956,315486.8359,18288580.32,25299034.29,22239552.89
 12/22  13:00:00,59801856.55,6717600.295,4180063.438,0,155393.8016,567748.5342,288942.0386,18435412.15,25874012.34,22114583.06
 12/22  14:00:00,53494019.24,6658475.635,4143250.955,0,183470.844,47551.97681,6533.631277,16406012.53,25874012.34,19787857.47
 12/22  15:00:00,53112956.92,6738836.284,4193287.34,0,217008.8413,0,6902.853734,16483175.99,25299034.29,19440269.53
 12/22  16:00:00,54296195.82,7264541.597,4520429.991,0,464190.6918,0,14571.93905,15408759.89,26448990.39,18522991.83
 12/22  17:00:00,64526984.33,8764199.648,5453608.573,1737925.622,459112.0167,0,14735.29104,20323745.36,27598946.49,23221412.93
 12/22  18:00:00,91907064.79,11596225.04,7215842.403,4608950.031,10819483.59,179826.6421,400720.8772,27012446.17,29898858.7,29918687.23
 12/22  19:00:00,92050894.9,14507388.88,9027397.812,5451934.153,8641562.431,290637.0915,321299.3883,23162127.08,30473836.75,25966467.03
 12/22  20:00:00,83370499.83,15124913.11,9411605.769,5252021.317,7732943.762,0,284594.4245,16640807.53,28748902.6,19419623.17
 12/22  21:00:00,73173186.21,12856328.92,7999984.038,4201129.772,6782563.846,0,249570.8897,13884928.98,27023968.44,16693457.6
 12/22  22:00:00,64319008.04,9736013.51,6058334.027,3161622.732,6172168.79,0,227069.7322,12915075.59,25874012.34,15795792.33
 12/22  23:00:00,55373653.23,8377215.761,5212719.119,2759950.912,5069520.716,0,187230.7543,10593182.57,22999122.08,13023623.6
 12/22  24:00:00,39909903.81,3762436.718,2341226.286,1370171.315,3933708.351,0,145277.6355,7483162.312,20699209.87,9025814.081
 12/23  01:00:00,32678824.19,1868155.934,1162512.014,680348.5344,2958659.324,0,109268.288,5600936.956,20124231.82,6631065.883
 12/23  02:00:00,28451833.89,1120924.116,697531.0351,408209.1206,2047004.541,0,75614.52721,4953563.512,18974275.71,5763073.215
 12/23  03:00:00,25689245.97,747231.8182,464980.9787,272139.4137,1328850.979,0,49096.09237,4252937.7,18399297.66,4945756.714
 12/23  04:00:00,24317189.02,747231.8182,464980.9787,272139.4137,913519.1409,0,33737.29485,3886549.435,17824319.61,4462677.759
 12/23  05:00:00,25356364.45,830800.7825,517042.646,301001.6125,691608.1152,0,25533.2325,4416369.074,18399297.66,5083663.774
 12/23  06:00:00,29441250.42,2279736.903,1418531.518,822423.2989,606189.6997,0,22377.65048,5143004.314,18974275.71,5914227.548
 12/23  07:00:00,44871660.82,5352080.363,3330397.965,1448117.159,861998.331,4067767.577,83888.58072,8278511.595,21274187.92,9594901.809
 12/23  08:00:00,52369765.24,6772905.533,4214493.236,0,1118915.115,3265341.941,83107.94661,12591211.96,24149078.18,14764554.75
 12/23  09:00:00,56085487.24,7197625.315,4478852.138,0,1247510.586,2811332.54,81252.56989,15370146.54,24724056.23,18387679.76
 12/23  10:00:00,59233736.99,7398679.716,4603943.1,0,1338710.246,2511265.078,79547.9378,18402823.36,24724056.23,22459641.91
 12/23  11:00:00,59143934.91,7197472.538,4478733.003,0,1247130.744,2197086.05,70873.93793,19053871.08,24724056.23,23617570.14
 12/23  12:00:00,60272406.82,6918807.473,4305273.535,0,1388793.953,1749129.412,70007.86868,20366648.97,25299034.29,25086240.83
 12/23  13:00:00,60609751.62,6717600.295,4180063.438,0,1879723.048,1366336.381,83410.18078,20333894.62,25874012.34,24715260.93
 12/23  14:00:00,58767946.83,6658475.635,4143250.955,0,2920055.56,757677.3105,114854.883,18124908.83,25874012.34,22142525.26
 12/23  15:00:00,62600574.91,6738836.284,4193287.34,0,4817237.077,298623.34,410772.3516,17945520.6,25299034.29,21443494.37
 12/23  16:00:00,65569236.32,7264541.597,4520429.991,0,5749557.988,194208.5753,521089.7828,16973725.17,26448990.39,20666793.85
 12/23  17:00:00,73259666.25,8764199.648,5453608.573,1737925.622,5350613.203,270159.9496,347617.162,21734779.63,27598946.49,25154349.18
 12/23  18:00:00,88028440.24,11596225.04,7215842.403,4608950.031,5918558.79,0,217468.6724,28397825.27,29898858.7,31816479.18
 12/23  19:00:00,91139994.62,14507388.88,9027397.812,5451934.153,6783722.705,0,250462.3276,24470540.67,30473836.75,27758826.09
 12/23  20:00:00,83321229.33,15124913.11,9411605.769,5252021.317,6422745.548,0,237108.5404,17949221.13,28748902.6,21211982.24
 12/23  21:00:00,73477826.09,12856328.92,7999984.038,4201129.772,5789022.164,0,213683.6842,15218997.75,27023968.44,18520960.97
 12/23  22:00:00,64926307.29,9736013.51,6058334.027,3161622.732,5421100.248,0,200058.4254,14300454.69,25874012.34,17693584.29
 12/23  23:00:00,56058332.34,8377215.761,5212719.119,2759950.912,4641337.314,0,171265.8526,11722009.98,22999122.08,14569972.6
 12/23  24:00:00,40125989.81,3762436.718,2341226.286,1370171.315,3548430.986,0,130916.9562,8098886.356,20699209.87,9869277.173
 12/24  01:00:00,32316333.5,1868155.934,1162512.014,680348.5344,2609177.41,0,96259.51069,5600936.956,20124231.82,6631065.883
 12/24  02:00:00,28137910.17,1120924.116,697531.0351,408209.1206,1744342.386,0,64352.96097,4953563.512,18974275.71,5763073.215
 12/24  03:00:00,25495728.19,747231.8182,464980.9787,272139.4137,1142286.574,0,42142.71423,4252937.7,18399297.66,4945756.714
 12/24  04:00:00,24195303.57,747231.8182,464980.9787,272139.4137,796012.2987,0,29358.69049,3886549.435,17824319.61,4462677.759
 12/24  05:00:00,25258896.21,830800.7825,517042.646,301001.6125,597635.0977,0,22038.00783,4416369.074,18399297.66,5083663.774
 12/24  06:00:00,29329876.01,2279736.903,1418531.518,822423.2989,498801.7498,0,18391.18513,5143004.314,18974275.71,5914227.548
 12/24  07:00:00,40887110.95,5352080.363,3330397.965,1930822.878,526971.0949,0,19427.80438,8278511.595,21274187.92,9594901.809
 12/24  08:00:00,48892608.15,6772905.533,4214493.236,0,954988.8324,0,35219.08659,12591211.96,24149078.18,14764554.75
 12/24  09:00:00,53091066.35,7197625.315,4478852.138,0,1104908.142,0,40766.66107,15370146.54,24724056.23,18387679.76
 12/24  10:00:00,56518666.63,7398679.716,4603943.1,0,1171241.725,0,43211.16996,18402823.36,24724056.23,22459641.91
 12/24  11:00:00,56691353.22,7197472.538,4478733.003,0,1024720.131,0,37788.91688,19053871.08,24724056.23,23617570.14
 12/24  12:00:00,58213915.52,6918807.473,4305273.535,0,1108562.362,0,40877.5703,20366648.97,25299034.29,25086240.83
 12/24  13:00:00,58855885.8,6717600.295,4180063.438,0,1519546.776,0,56057.00771,20333894.62,25874012.34,24715260.93
 12/24  14:00:00,57559062.88,6658475.635,4143250.955,0,2491778.93,0,91924.8721,18124908.83,25874012.34,22142525.26
 12/24  15:00:00,58923800.02,6738836.284,4193287.34,0,4409697.835,0,162712.3488,17945520.6,25299034.29,21443494.37
 12/24  16:00:00,61101173.49,7264541.597,4520429.991,0,5515247.088,0,203527.9286,16973725.17,26448990.39,20666793.85
 12/24  17:00:00,70731233.51,8764199.648,5453608.573,1737925.622,5079731.095,0,187331.1298,21734779.63,27598946.49,25154349.18
 12/24  18:00:00,88633480.15,11596225.04,7215842.403,4608950.031,5558431.293,0,281708.3047,28397825.27,29898858.7,31816479.18
 12/24  19:00:00,95032445.53,14507388.88,9027397.812,5451934.153,6701322.222,0,554484.9477,24470540.67,30473836.75,27758826.09
 12/24  20:00:00,87157236.64,15124913.11,9411605.769,5252021.317,6265853.94,0,532455.5051,17949221.13,28748902.6,21211982.24
 12/24  21:00:00,73251978.79,12856328.92,7999984.038,4201129.772,5571523.613,0,205334.9401,15218997.75,27023968.44,18520960.97
 12/24  22:00:00,64616973.55,9736013.51,6058334.027,3161622.732,5122978.827,0,188846.104,14300454.69,25874012.34,17693584.29
 12/24  23:00:00,55668151.54,8377215.761,5212719.119,2759950.912,4265149.371,0,157272.9951,11722009.98,22999122.08,14569972.6
 12/24  24:00:00,39746318.08,3762436.718,2341226.286,1370171.315,3182299.41,0,117376.8033,8098886.356,20699209.87,9869277.173
 12/25  01:00:00,31959469.22,1868155.934,1162512.014,680348.5344,2265023.042,0,83549.59766,5600936.956,20124231.82,6631065.883
 12/25  02:00:00,27836217.79,1120924.116,697531.0351,408209.1206,1453374.32,0,53628.64823,4953563.512,18974275.71,5763073.215
