Date/Time,Electricity:Facility [J](Hourly),Res_lighting:InteriorLights:Electricity [J](Hourly),NonRes_lighting:InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Appliances:InteriorEquipment:Electricity [J](Hourly),Misc_Loads:InteriorEquipment:Electricity [J](Hourly) ,DHW:NaturalGas [J](Hourly) 
 06/24  04:00:00,28445765.58,830800.7825,517042.646,280883.0674,5551119.813,0,512868.4595,5220579.071,12192483.31,6030041.45
 06/24  05:00:00,31870231.85,2279736.903,1418531.518,541577.513,5266955.679,0,502353.9967,5863121.728,12573498.41,6776512.641
 06/24  06:00:00,43756834.38,5352080.363,3330397.965,0,5952697.764,2217464.776,550145.8822,8757158.973,14097558.82,10223615.07
 06/24  07:00:00,51749290.71,6772905.533,4214493.236,0,6473864.158,1386322.131,560839.3737,12765319.86,16002634.34,15096626.74
 06/24  08:00:00,55925774.35,7197625.315,4478852.138,0,7063009.354,1077495.425,579428.0331,15486588.86,16383649.44,18666035.27
 06/24  09:00:00,59943700.95,7398679.716,4603943.1,0,7827666.105,907272.8556,605823.6227,18477219.39,16383649.44,22695951.13
 06/24  10:00:00,75652831.59,7197472.538,4478733.003,0,9082802.547,794883.8554,573984.0656,29346340.06,16383649.44,38002944.68
 06/24  11:00:00,82815904.99,6918807.473,4305273.535,0,9171175.452,688145.3807,652934.0624,30320471.79,16764664.55,39066678.43
 06/24  12:00:00,61139138.51,6717600.295,4180063.438,0,8705012.352,590807.6398,633196.1443,20245509.34,17145679.65,24792737.94
 06/24  13:00:00,59479499.75,6658475.635,4143250.955,0,9109708.814,468548.0692,645896.4771,18267778.15,17145679.65,22451256.88
 06/24  14:00:00,60087928.18,6738836.284,4193287.34,0,10485511.34,212480.3576,693778.784,17857135.32,16764664.55,21520971.39
 06/24  15:00:00,63312199.45,7264541.597,4520429.991,0,12839303.99,112734.0457,778788.4954,17132213.79,17526694.75,20987195.66
 06/24  16:00:00,72710456.63,8764199.648,5453608.573,0,15169101.61,71247.94982,862336.3027,20963438.26,18288724.96,24556768.31
 06/24  17:00:00,86269834.78,11596225.04,7215842.403,0,17072973.61,0,934931.561,26512849.46,19812785.37,30121060.28
 06/24  18:00:00,88118343.98,14507388.88,9027397.812,0,16918571.44,0,933553.9551,23332182.66,20193800.48,26817923.2
 06/24  19:00:00,79778933.93,15124913.11,9411605.769,0,14142645.01,0,830716.0957,17956328.41,19050755.17,21408646.43
 06/24  20:00:00,83840134.56,12856328.92,7999984.038,3385858.902,12950292.4,0,786553.1209,24656173.02,17907709.86,33388886.53
 06/24  21:00:00,99050637.13,9736013.51,6058334.027,4074726.991,13550561.22,0,808581.8628,44649094.37,17145679.65,65642415.39
 06/24  22:00:00,121362027.7,8377215.761,5212719.119,3076769.657,10834031.3,0,708173.0846,12548427.67,15240604.13,15570150.79
 06/24  23:00:00,133896241.4,3762436.718,2341226.286,1370171.315,9310784.803,0,498061.8057,8951138.773,13716543.72,10883442.78
 06/24  24:00:00,34959362.83,1868155.934,1162512.014,680348.5344,8091435.617,0,606770.2536,6510854.955,13335528.62,7698947.969
 06/25  01:00:00,31100897.43,1120924.116,697531.0351,408209.1206,7073541.022,0,569134.7433,5837054.51,12573498.41,6800579.199
 06/25  02:00:00,28527777.3,747231.8182,464980.9787,272139.4137,6201327.225,0,536883.9875,5173071.135,12192483.31,6015956.032
 06/25  03:00:00,27297210.25,747231.8182,464980.9787,272139.4137,5657897.702,0,516785.2469,4780255.869,11811468.2,5502500.974
 06/25  04:00:00,27912534.24,830800.7825,517042.646,280883.0674,5298829.605,0,503503.0994,5220579.071,12192483.31,6030041.45
 06/25  05:00:00,31388149.5,2279736.903,1418531.518,541577.513,5048732.796,0,494252.3976,5863121.728,12573498.41,6776512.641
 06/25  06:00:00,40579637.45,5352080.363,3330397.965,0,5278393.608,0,502736.7902,8757158.973,14097558.82,10223615.07
 06/25  07:00:00,49317341.52,6772905.533,4214493.236,0,5791368.476,0,521675.289,12765319.86,16002634.34,15096626.74
 06/25  08:00:00,53851156.81,7197625.315,4478852.138,0,6418243.473,0,544892.1896,15486588.86,16383649.44,18666035.27
 06/25  09:00:00,58044882.53,7398679.716,4603943.1,0,7172753.785,0,572820.3422,18477219.39,16383649.44,22695951.13
 06/25  10:00:00,73858851.49,7197472.538,4478733.003,0,7554299.314,0,586921.325,19227978.98,16383649.44,23949642.13
 06/25  11:00:00,80338752.72,6918807.473,4305273.535,0,7491850.663,0,584573.7632,20372571.71,16764664.55,25250127.65
 06/25  12:00:00,59480603.8,6717600.295,4180063.438,0,7726685.61,0,593191.486,20245509.34,17145679.65,24792737.94
 06/25  13:00:00,58080205.7,6658475.635,4143250.955,0,8259013.865,0,612756.749,18267778.15,17145679.65,22451256.88
 06/25  14:00:00,59034937.55,6738836.284,4193287.34,0,9705392.888,0,666252.4453,17857135.32,16764664.55,21520971.39
 06/25  15:00:00,63841178.52,7264541.597,4520429.991,0,12127908.6,0,756001.4848,18457007.94,17526694.75,22827190.59
 06/25  16:00:00,74951967.53,8764199.648,5453608.573,0,14407916.83,0,840375.1,23943471.61,18288724.96,28695710.37
 06/25  17:00:00,85880743.02,11596225.04,7215842.403,0,16502969.48,0,917863.179,26512849.46,19812785.37,30121060.28
 06/25  18:00:00,98299663.69,14507388.88,9027397.812,0,17691454.75,0,961555.1718,32643104.52,20193800.48,39749780.52
 06/25  19:00:00,79807946.23,15124913.11,9411605.769,0,14274057.98,0,835157.5165,17956328.41,19050755.17,21408646.43
 06/25  20:00:00,74411772.87,12856328.92,7999984.038,3385858.902,12586056.85,0,772680.2383,15725256.67,17907709.86,19212827.7
 06/25  21:00:00,67573362.05,9736013.51,6058334.027,4074726.991,11585382.81,0,735641.2848,14990518.07,17145679.65,18565306.37
 06/25  22:00:00,58868219.8,8377215.761,5212719.119,3076769.657,10377606.03,0,691038.1734,12548427.67,15240604.13,15570150.79
 06/25  23:00:00,43222655.35,3762436.718,2341226.286,1370171.315,9033117.294,0,641363.057,8951138.773,13716543.72,10883442.78
 06/25  24:00:00,35418417.34,1868155.934,1162512.014,680348.5344,7891721.388,0,599215.1649,6510854.955,13335528.62,7698947.969
 06/26  01:00:00,31467490.56,1120924.116,697531.0351,408209.1206,6930454.011,0,563748.5555,5683123.499,12573498.41,6589713.426
 06/26  02:00:00,29002368.25,747231.8182,464980.9787,272139.4137,6131676.615,0,534291.1541,5070450.461,12192483.31,5875378.85
 06/26  03:00:00,27730193.85,747231.8182,464980.9787,272139.4137,5505118.119,0,511137.8761,4728945.532,11811468.2,5432212.383
 06/26  04:00:00,28278418.06,830800.7825,517042.646,280883.0674,5060211.506,0,494682.3465,5117958.396,12192483.31,5889464.268
 06/26  05:00:00,34030166.79,2279736.903,1418531.518,541577.513,4824567.544,2292298.867,511323.1631,5709190.717,12573498.41,6565646.868
 06/26  06:00:00,41830446.89,5352080.363,3330397.965,0,5822545.652,1744544.202,437383.4541,8346676.277,14097558.82,9661306.343
 06/26  07:00:00,47710467.92,6772905.533,4214493.236,0,6971513.034,1358631.073,271224.905,11944354.47,16002634.34,13972009.29
 06/26  08:00:00,51951870.97,7197625.315,4478852.138,0,7177792.794,286465.127,421247.0023,14255140.77,16383649.44,16979109.09
 06/26  09:00:00,49055733.83,7398679.716,4603943.1,0,229792.6623,188907.7296,317198.6544,16732667.93,16383649.44,20306139.04
 06/26  10:00:00,49561579.11,7197472.538,4478733.003,0,678023.4865,111451.6879,332951.5578,17226875.84,16383649.44,21208387.08
 06/26  11:00:00,50750766.14,6918807.473,4305273.535,0,762813.9742,42810.65729,335344.6885,18294503.06,16764664.55,22403439.72
 06/26  12:00:00,51223992.09,6717600.295,4180063.438,0,897600.0159,107035.1756,340906.3022,18347026.87,17145679.65,22192060.08
 06/26  13:00:00,49871671.28,6658475.635,4143250.955,0,1383901.217,0,357471.0704,16548881.86,17145679.65,20096589.08
 06/26  14:00:00,51289433.31,6738836.284,4193287.34,0,3020876.667,0,416636.2476,16394790.72,16764664.55,19517746.54
 06/26  15:00:00,54743977.05,7264541.597,4520429.991,0,5502351.387,0,506496.0784,15567248.51,17526694.75,18843393.63
 06/26  16:00:00,64629983.84,8764199.648,5453608.573,0,8073099.965,0,600121.3669,19552403.99,18288724.96,22623832.05
 06/26  17:00:00,96020215.34,11596225.04,7215842.403,0,30781815.78,0,1147169.196,25127470.36,19812785.37,28223268.32
 06/26  18:00:00,89787205.97,14507388.88,9027397.812,0,23013235.18,0,846902.9792,22023769.07,20193800.48,25025564.13
 06/26  19:00:00,82754055.21,15124913.11,9411605.769,0,17981710.9,0,970732.0582,16647914.82,19050755.17,19616287.36
 06/26  20:00:00,76292024.97,12856328.92,7999984.038,3385858.902,15193101.93,0,868230.2579,14391187.91,17907709.86,17385324.33
 06/26  21:00:00,68764683.03,9736013.51,6058334.027,4074726.991,13561507.5,0,807851.0404,13605138.97,17145679.65,16667514.41
 06/26  22:00:00,56668407.42,8377215.761,5212719.119,3076769.657,11660990.27,0,513576.4925,11419600.26,15240604.13,14023801.79
 06/26  23:00:00,42647931.1,3762436.718,2341226.286,1370171.315,9922415.27,0,597494.6548,8335414.729,13716543.72,10039979.69
 06/26  24:00:00,36007301.87,1868155.934,1162512.014,680348.5344,8553477.643,0,623785.8822,6254303.269,13335528.62,7347505.014
 06/27  01:00:00,32231876.85,1120924.116,697531.0351,408209.1206,7462700.565,0,583462.9286,5683123.499,12573498.41,6589713.426
 06/27  02:00:00,29732555.76,747231.8182,464980.9787,272139.4137,6585893.806,0,551048.1225,5070450.461,12192483.31,5875378.85
 06/27  03:00:00,27827785.09,747231.8182,464980.9787,272139.4137,5887560.872,0,482953.5478,4728945.532,11811468.2,5432212.383
 06/27  04:00:00,26334402.28,830800.7825,517042.646,280883.0674,5460614.96,0,201854.9815,6676011.174,12192483.31,8053430.041
 06/27  05:00:00,30221182.65,2279736.903,1418531.518,541577.513,5076900.312,2234574.466,212461.4841,5709190.717,12573498.41,6565646.868
 06/27  06:00:00,38854514.83,5352080.363,3330397.965,0,5639902.238,1687424.063,225763.7736,8346676.277,14097558.82,9661306.343
 06/27  07:00:00,46484669.77,6772905.533,4214493.236,0,5775702.873,1372230.791,227637.2033,11944354.47,16002634.34,13972009.29
 06/27  08:00:00,48487672.56,7197625.315,4478852.138,0,5513104.43,278460.69,206128.4452,14255140.77,16383649.44,16979109.09
 06/27  09:00:00,45646595.1,7398679.716,4603943.1,0,163370.5759,182205.4809,7367.502616,16732667.93,16383649.44,20306139.04
 06/27  10:00:00,87813122.16,7197472.538,4478733.003,0,653875.4621,118599.0807,229551.7093,56545823.48,16383649.44,83619420.1
 06/27  11:00:00,55748097,6918807.473,4305273.535,0,603724.3257,65818.3853,329772.9711,23587683.7,16764664.55,29755091.67
 06/27  12:00:00,50719867.83,6717600.295,4180063.438,0,640807.0793,128060.8852,331807.6953,18347026.87,17145679.65,22192060.08
 06/27  13:00:00,49260989.66,6658475.635,4143250.955,0,1095792.082,0,347028.2867,16548881.86,17145679.65,20096589.08
 06/27  14:00:00,50560255.39,6738836.284,4193287.34,0,2659203.838,0,403445.2774,16394790.72,16764664.55,19517746.54
 06/27  15:00:00,54058481.4,7264541.597,4520429.991,0,5192622.04,0,495279.3623,15567248.51,17526694.75,18843393.63
 06/27  16:00:00,64139486.02,8764199.648,5453608.573,0,7907345.709,0,594144.3773,19552403.99,18288724.96,22623832.05
 06/27  17:00:00,99616903.92,11596225.04,7215842.403,0,30752698.15,0,1440828.633,25127470.36,19812785.37,28223268.32
 06/27  18:00:00,93252379.19,14507388.88,9027397.812,0,22600207.28,0,1139773.142,22023769.07,20193800.48,25025564.13
 06/27  19:00:00,82493707.69,15124913.11,9411605.769,0,17734069.5,0,961903.3017,16647914.82,19050755.17,19616287.36
 06/27  20:00:00,76205720.08,12856328.92,7999984.038,3385858.902,15098237.43,0,864960.5068,14391187.91,17907709.86,17385324.33
 06/27  21:00:00,68812717.39,9736013.51,6058334.027,4074726.991,13546564.48,0,807572.7736,13605138.97,17145679.65,16667514.41
 06/27  22:00:00,59569779.43,8377215.761,5212719.119,3076769.657,11619928.57,0,732937.142,11419600.26,15240604.13,14023801.79
 06/27  23:00:00,39913713.65,3762436.718,2341226.286,1370171.315,9848965.312,0,364244.2516,8335414.729,13716543.72,10039979.69
 06/27  24:00:00,32239383.1,1868155.934,1162512.014,680348.5344,8451267.716,0,312555.643,6254303.269,13335528.62,7347505.014
 06/28  01:00:00,28248523.01,1120924.116,697531.0351,408209.1206,7319778.73,0,270746.7736,5683123.499,12573498.41,6589713.426
 06/28  02:00:00,25552849.08,747231.8182,464980.9787,272139.4137,6394317.476,0,236534.3051,5070450.461,12192483.31,5875378.85
 06/28  03:00:00,24176579.67,747231.8182,464980.9787,272139.4137,5763893.771,0,213208.6249,4728945.532,11811468.2,5432212.383
 06/28  04:00:00,24626580.85,830800.7825,517042.646,280883.0674,5316039.188,0,196662.1435,5117958.396,12192483.31,5889464.268
 06/28  05:00:00,30234325.96,2279736.903,1418531.518,541577.513,5090864.374,2233446.793,212768.4039,5709190.717,12573498.41,6565646.868
 06/28  06:00:00,41721436,5352080.363,3330397.965,0,6840629.708,1610417.194,422957.9467,8346676.277,14097558.82,9661306.343
 06/28  07:00:00,52462856.31,6772905.533,4214493.236,0,8322288.597,1307430.375,628655.6797,11944354.47,16002634.34,13972009.29
 06/28  08:00:00,54802760.54,7197625.315,4478852.138,0,8317954.043,265039.1751,617339.8927,14255140.77,16383649.44,16979109.09
 06/28  09:00:00,49200924.33,7398679.716,4603943.1,0,231631.7888,179255.3173,317303.1443,16732667.93,16383649.44,20306139.04
 06/28  10:00:00,49893833.65,7197472.538,4478733.003,0,934946.9737,112222.6942,342581.4343,17226875.84,16383649.44,21208387.08
 06/28  11:00:00,56308151.21,6918807.473,4305273.535,0,965467.8156,47863.56836,342981.6109,18294503.06,16764664.55,22403439.72
 06/28  12:00:00,51175359.62,6717600.295,4180063.438,0,1236223.501,108482.2179,353600.3132,18347026.87,17145679.65,22192060.08
 06/28  13:00:00,49966965.25,6658475.635,4143250.955,0,1913385.992,0,377197.0476,16548881.86,17145679.65,20096589.08
 06/28  14:00:00,51322413.2,6738836.284,4193287.34,0,3534336.853,0,435649.8398,16394790.72,16764664.55,19517746.54
 06/28  15:00:00,54830945.19,7264541.597,4520429.991,0,6081752.119,0,528004.0971,15567248.51,17526694.75,18843393.63
 06/28  16:00:00,64895122.44,8764199.648,5453608.573,0,8798183.932,0,626994.9387,19552403.99,18288724.96,22623832.05
 06/28  17:00:00,100129049.2,11596225.04,7215842.403,0,31414887.04,0,1465749.431,25127470.36,19812785.37,28223268.32
 06/28  18:00:00,92623885.49,14507388.88,9027397.812,0,22211510.67,0,1126285.121,22023769.07,20193800.48,25025564.13
 06/28  19:00:00,82560929.26,15124913.11,9411605.769,0,17795684.7,0,964554.0299,16647914.82,19050755.17,19616287.36
 06/28  20:00:00,76138533.96,12856328.92,7999984.038,3385858.902,15240770.73,0,870340.0754,14391187.91,17907709.86,17385324.33
 06/28  21:00:00,90310413.54,9736013.51,6058334.027,4074726.991,13634842.91,0,734051.7791,13605138.97,17145679.65,16667514.41
 06/28  22:00:00,58861338.93,8377215.761,5212719.119,3076769.657,11707951.85,0,740759.0026,11419600.26,15240604.13,14023801.79
 06/28  23:00:00,43364790.63,3762436.718,2341226.286,1370171.315,9982134.553,0,676860.9814,8335414.729,13716543.72,10039979.69
 06/28  24:00:00,35803606.49,1868155.934,1162512.014,680348.5344,8614546.631,0,626244.7133,6254303.269,13335528.62,7347505.014
 06/29  01:00:00,31895115.82,1120924.116,697531.0351,408209.1206,7482341.305,0,584364.696,5683123.499,12573498.41,6589713.426
 06/29  02:00:00,29361167.1,747231.8182,464980.9787,272139.4137,6631330.036,0,552883.1964,5070450.461,12192483.31,5875378.85
 06/29  03:00:00,28059086.71,747231.8182,464980.9787,272139.4137,5989390.391,0,529131.8939,4728945.532,11811468.2,5432212.383
 06/29  04:00:00,28542877.11,830800.7825,517042.646,280883.0674,5489343.463,0,510628.816,5117958.396,12192483.31,5889464.268
 06/29  05:00:00,34170714.95,2279736.903,1418531.518,541577.513,5219953.946,2209723.212,524753.1192,5709190.717,12573498.41,6565646.868
 06/29  06:00:00,42690604.66,5352080.363,3330397.965,0,5820206.338,1595245.05,538731.2448,8346676.277,14097558.82,9661306.343
 06/29  07:00:00,50261590.31,6772905.533,4214493.236,0,6174710.471,1300442.714,549030.8644,11944354.47,16002634.34,13972009.29
 06/29  08:00:00,53127685.96,7197625.315,4478852.138,0,6837716.153,250866.6324,562440.0525,14255140.77,16383649.44,16979109.09
 06/29  09:00:00,49118215.07,7398679.716,4603943.1,0,180271.5099,166847.0862,315322.3597,16732667.93,16383649.44,20306139.04
 06/29  10:00:00,190796335.4,7197472.538,4478733.003,0,621331.1123,98100.15256,138623.3462,17226875.84,16383649.44,21208387.08
 06/29  11:00:00,115446289.5,6918807.473,4305273.535,0,997981.7764,34576.86506,279802.198,37110735.63,16764664.55,48537139.34
 06/29  12:00:00,99238167.26,6717600.295,4180063.438,0,1593637.334,99915.40556,366339.0502,35567819.88,17145679.65,46109867.74
 06/29  13:00:00,53172155.73,6658475.635,4143250.955,0,1982274.924,0,378706.1105,16548881.86,17145679.65,20096589.08
 06/29  14:00:00,56283547.39,6738836.284,4193287.34,0,3682059.826,0,439634.9937,16394790.72,16764664.55,19517746.54
 06/29  15:00:00,62605688.89,7264541.597,4520429.991,0,6117380.561,0,528677.4168,15567248.51,17526694.75,18843393.63
 06/29  16:00:00,64435171.48,8764199.648,5453608.573,0,8697088.837,0,623186.8481,19552403.99,18288724.96,22623832.05
 06/29  17:00:00,112699715.3,11596225.04,7215842.403,0,31533069.43,0,1469709.161,25127470.36,19812785.37,28223268.32
 06/29  18:00:00,93163554.89,14507388.88,9027397.812,0,23244359.31,0,1163705.121,22023769.07,20193800.48,25025564.13
 06/29  19:00:00,82657706.65,15124913.11,9411605.769,0,18323027.96,0,983719.917,16647914.82,19050755.17,19616287.36
 06/29  20:00:00,148854198,12856328.92,7999984.038,3385858.902,15668589.65,0,809232.131,14391187.91,17907709.86,17385324.33
 06/29  21:00:00,82183027.9,9736013.51,6058334.027,4074726.991,14101982.68,0,828116.9117,13605138.97,17145679.65,16667514.41
 06/29  22:00:00,59008489.28,8377215.761,5212719.119,3076769.657,12144674.04,0,756812.2466,11419600.26,15240604.13,14023801.79
 06/29  23:00:00,43512375.92,3762436.718,2341226.286,1370171.315,10378064.99,0,691416.9904,8335414.729,13716543.72,10039979.69
 06/29  24:00:00,35993586.39,1868155.934,1162512.014,680348.5344,9013219.919,0,640912.2729,6254303.269,13335528.62,7347505.014
 06/30  01:00:00,32231908.01,1120924.116,697531.0351,408209.1206,8004182.176,0,603596.1797,5683123.499,12573498.41,6589713.426
 06/30  02:00:00,29730116.25,747231.8182,464980.9787,272139.4137,7186525.471,0,573356.3273,5070450.461,12192483.31,5875378.85
 06/30  03:00:00,28353613.2,747231.8182,464980.9787,272139.4137,6476240.606,0,547085.5502,4728945.532,11811468.2,5432212.383
 06/30  04:00:00,28801056.64,830800.7825,517042.646,280883.0674,5945263.918,0,527472.4803,5117958.396,12192483.31,5889464.268
 06/30  05:00:00,34149885.15,2279736.903,1418531.518,541577.513,5648274.185,1967033.882,537669.766,5709190.717,12573498.41,6565646.868
 06/30  06:00:00,91274879.76,5352080.363,3330397.965,0,6241883.489,1391654.881,474911.1112,8346676.277,14097558.82,9661306.343
 06/30  07:00:00,55480216.45,6772905.533,4214493.236,0,6297002.777,1161467.703,551800.0474,11944354.47,16002634.34,13972009.29
 06/30  08:00:00,59996826.34,7197625.315,4478852.138,0,5587217.896,232744.6882,515862.8877,14255140.77,16383649.44,16979109.09
 06/30  09:00:00,69691201.48,7398679.716,4603943.1,0,177022.1327,135064.3069,314877.8583,16732667.93,16383649.44,20306139.04
 06/30  10:00:00,48764042.48,7197472.538,4478733.003,0,305663.649,70419.88996,318912.0005,17226875.84,16383649.44,21208387.08
 06/30  11:00:00,50002287.21,6918807.473,4305273.535,0,464264.7924,23018.74635,324219.5878,18294503.06,16764664.55,22403439.72
 06/30  12:00:00,50424434.4,6717600.295,4180063.438,0,575388.042,102179.2156,329112.6795,18347026.87,17145679.65,22192060.08
 06/30  13:00:00,49090834,6658475.635,4143250.955,0,1112650.358,0,347169.1719,16548881.86,17145679.65,20096589.08
 06/30  14:00:00,89771986.98,6738836.284,4193287.34,0,2863226.729,0,332185.9374,16394790.72,16764664.55,19517746.54
 06/30  15:00:00,55187295.61,7264541.597,4520429.991,0,5568031.339,0,505577.1726,15567248.51,17526694.75,18843393.63
 06/30  16:00:00,64107663.03,8764199.648,5453608.573,0,8337691.366,0,604891.6397,19552403.99,18288724.96,22623832.05
 06/30  17:00:00,100723151.4,11596225.04,7215842.403,0,32303746.42,0,1472710.057,25127470.36,19812785.37,28223268.32
 06/30  18:00:00,94076795.65,14507388.88,9027397.812,0,23875669.51,0,1173828.062,22023769.07,20193800.48,25025564.13
 06/30  19:00:00,113267813,15124913.11,9411605.769,0,19920153.31,0,1041704.995,45550928.56,19050755.17,65494090.63
 06/30  20:00:00,100963667.2,12856328.92,7999984.038,3385858.902,16873397.06,0,930209.5808,26353341.07,17907709.86,35789016.92
 06/30  21:00:00,70324200.26,9736013.51,6058334.027,4074726.991,14554183.92,0,844543.2667,13605138.97,17145679.65,16667514.41
 06/30  22:00:00,59594633.54,8377215.761,5212719.119,3076769.657,12493361.6,0,769509.8419,11419600.26,15240604.13,14023801.79
 06/30  23:00:00,43983771.54,3762436.718,2341226.286,1370171.315,10697564.7,0,703114.1962,8335414.729,13716543.72,10039979.69
 06/30  24:00:00,36371178.38,1868155.934,1162512.014,680348.5344,9270395.684,0,650348.5119,6254303.269,13335528.62,7347505.014
 07/01  01:00:00,32501900.84,1120924.116,697531.0351,408209.1206,8102758.659,0,607178.124,5841320.076,12482275.93,6804844.764
 07/01  02:00:00,29761810.49,747231.8182,464980.9787,272139.4137,7101913.034,0,570173.5802,5175508.601,12104025.15,6018393.498
 07/01  03:00:00,28212670.05,747231.8182,464980.9787,272139.4137,6270351.189,0,539425.7604,4782693.335,11725774.36,5504938.44
 07/01  04:00:00,28590141.88,830800.7825,517042.646,279326.8925,5622775.971,0,515477.0029,5224844.636,12104025.15,6034307.016
 07/01  05:00:00,31958928.61,2279736.903,1418531.518,535757.6816,5286389.244,0,503031.0812,5869824.76,12482275.93,6783215.673
 07/01  06:00:00,44875321.52,5352080.363,3330397.965,0,6911561.825,2254398.133,586279.9849,8772393.137,13995279.07,10238849.23
 07/01  07:00:00,65389352.49,6772905.533,4214493.236,0,7792669.449,1489991.097,534013.3478,12790913.26,15886533,15122220.14
 07/01  08:00:00,67643819.67,7197625.315,4478852.138,0,7480189.881,1209674.164,519499.3153,15514619.72,16264783.79,18694066.13
 07/01  09:00:00,66446436.81,7398679.716,4603943.1,0,7786797.217,985326.5705,605189.8051,18506468.98,16264783.79,22725200.72
 07/01  10:00:00,59935768.99,7197472.538,4478733.003,0,8329934.922,848515.4633,623692.9822,19253572.37,16264783.79,23975235.52
 07/01  11:00:00,61026855.08,6918807.473,4305273.535,0,8322274.047,747906.2834,621685.7647,20403040.03,16643034.57,25280595.98
