Date/Time,Misc_Loads:InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Res_lighting:InteriorLights:Electricity [J](Hourly),NonRes_lighting:InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Appliances:InteriorEquipment:Electricity [J](Hourly) ,DHW:NaturalGas [J](Hourly) 
 11/16  23:00:00,18189209.53,70540387.35,21154495.1,6598444.953,2783011.599,8104919.542,0,252065.8909,13458240.74,13458240.74
 11/16  24:00:00,16370288.58,44327216.69,9501203.977,2963586.28,1370171.315,4545712.334,0,140691.4858,9435562.374,9435562.374
 11/17  01:00:00,15915558.34,31531508.15,4717753.269,1471547.069,680348.5344,2001098.276,0,61277.34418,6683925.315,6683925.315
 11/17  02:00:00,15006097.86,26067962.83,2830651.962,882928.2412,408209.1206,964786.1495,0,29100.50093,5946188.991,5946188.991
 11/17  03:00:00,14551367.62,23037004.58,1887101.308,588618.8275,272139.4137,529665.3978,0,15615.5681,5192496.442,5192496.442
 11/17  04:00:00,14096637.38,21987810.3,1887101.308,588618.8275,272139.4137,363417.2286,0,10510.90111,4769385.24,4769385.24
 11/17  05:00:00,14551367.62,23117509.68,2098031.992,654411.6769,296750.0637,204928.4545,0,5914.228397,5306105.627,5306105.627
 11/17  06:00:00,15006097.86,42955380.56,5756753.656,1795628.869,801223.1995,156744.0451,13281217.27,96209.78268,6061505.878,6061505.878
 11/17  07:00:00,16825018.81,66999312.69,13515268.45,4215640.906,1881050.897,288566.2069,20643610.97,235837.199,9394316.597,9394316.597
 11/17  08:00:00,19098670,68925371.89,17103223.81,5334784.892,2380421.419,511889.074,10335192.91,159605.7472,14001584.03,14001584.03
 11/17  09:00:00,19553400.24,69641603.5,18175923.3,5669378.01,2483989.173,577582.8576,6004775.115,108707.6061,17067846.21,17067846.21
 11/17  10:00:00,19553400.24,70221802.53,18683578.11,5827724.136,2508914.185,117545.1466,3047745.393,48410.16095,20434484.99,20434484.99
 11/17  11:00:00,19553400.24,67979954.08,18175584.49,5669272.33,2438211.789,201661.5513,687416.8856,16444.79485,21237961.82,21237961.82
 11/17  12:00:00,20008130.48,68379198.86,17471773.1,5449741.649,2340255.537,270496.5438,234581.7341,12770.06324,22591449.76,22591449.76
 11/17  13:00:00,20462860.72,68009257.77,16963779.47,5291289.843,2269553.141,329491.1869,199434.2399,14258.69616,22478590.47,22478590.47
 11/17  14:00:00,20462860.72,65338682.44,16814294.9,5244663.075,2248747.924,389463.3206,0,13380.89741,20165270.94,20165270.94
 11/17  15:00:00,20008130.48,65971349.81,17017381.44,5308009.202,2305120.052,1483159.872,0,45271.82968,19804276.94,19804276.94
 11/17  16:00:00,20917590.96,68808138.25,18344809.79,5722056.565,2596150.651,2264634.273,0,70373.99097,18892521.93,18892521.93
 11/17  17:00:00,21827051.43,79583151.66,22132002.26,6903345.977,3259778.079,1840178.328,0,57389.22555,23563406.36,23563406.36
 11/17  18:00:00,23645972.39,118498646.9,29283350.55,9133972.506,4298514.486,21216533.17,14642.54406,674383.6427,30231277.49,30231277.49
 11/17  19:00:00,24100702.63,125005751.7,36634904.16,11427046.47,5150664.493,17060264.85,211861.5686,549933.1483,29870374.31,29870374.31
 11/17  20:00:00,22736511.91,112526779.3,38194225.01,11913425.02,5119212.648,14264811.68,0,456693.6503,19841899.41,19841899.41
 11/17  21:00:00,21372321.2,97256171.24,32465634.81,10126580.81,4232557.868,11554814.19,0,368380.764,17135881.33,17135881.33
 11/17  22:00:00,20462860.72,81682794.9,24585954.75,7668775.278,3206071.588,9227162.572,0,291887.4475,16240082.55,16240082.55
 11/17  23:00:00,18189209.53,68874775.95,21154495.1,6598444.953,2783011.599,6488293.991,0,203078.619,13458240.74,13458240.74
 11/17  24:00:00,16370288.58,43341864.99,9501203.977,2963586.28,1370171.315,3589580.615,0,111469.4586,9435562.374,9435562.374
 11/18  01:00:00,15915558.34,31443447.04,4717753.269,1471547.069,680348.5344,1574741.187,0,48130.37763,7035368.269,7035368.269
 11/18  02:00:00,15006097.86,26102948.11,2830651.962,882928.2412,408209.1206,794211.1673,0,23794.99802,6157054.764,6157054.764
 11/18  03:00:00,14551367.62,23107870.83,1887101.308,588618.8275,272139.4137,462046.0471,0,13523.984,5333073.624,5333073.624
 11/18  04:00:00,14096637.38,21986786.58,1887101.308,588618.8275,272139.4137,294151.3362,0,8464.483604,4839673.831,4839673.831
 11/18  05:00:00,14551367.62,23219421.64,2098031.992,654411.6769,296750.0637,167332.9128,0,4844.563044,5446682.809,5446682.809
 11/18  06:00:00,15006097.86,30820962.45,5756753.656,1795628.869,801223.1995,142284.394,1026074.551,20528.26898,6272371.65,6272371.65
 11/18  07:00:00,16825018.81,76878979.6,13515268.45,4215640.906,1881050.897,243978.7844,29981227.22,260169.2043,9956625.324,9956625.324
 11/18  08:00:00,19098670,74246290.97,17103223.81,5334784.892,2380421.419,314180.2502,14699711.14,189097.6172,15126201.48,15126201.48
 11/18  09:00:00,19553400.24,74398196.62,18175923.3,5669378.01,2483989.173,487821.1735,9129938.686,142973.4881,18754772.39,18754772.39
 11/18  10:00:00,19553400.24,75382973.18,18683578.11,5827724.136,2508914.185,713035.6792,5176221.848,95801.42409,22824297.08,22824297.08
 11/18  11:00:00,19553400.24,73524951.2,18175584.49,5669272.33,2438211.789,962865.7068,2679466.656,66932.75526,23979216.86,23979216.86
 11/18  12:00:00,20008130.48,74174701.32,17471773.1,5449741.649,2340255.537,1916954.03,1468660.497,81048.34324,25438137.69,25438137.69
 11/18  13:00:00,20462860.72,74916783.7,16963779.47,5291289.843,2269553.141,3966732.661,746887.8965,136411.6285,25079268.33,25079268.33
 11/18  14:00:00,20462860.72,74572415.38,16814294.9,5244663.075,2248747.924,6835947.012,226165.2875,219797.6136,22519938.74,22519938.74
 11/18  15:00:00,20008130.48,75912113.62,17017381.44,5308009.202,2305120.052,9019475.856,156217.9398,290276.8696,21807501.78,21807501.78
 11/18  16:00:00,20917590.96,79428230.23,18344809.79,5722056.565,2596150.651,10380041.61,98309.56632,332947.1284,21036323.96,21036323.96
 11/18  17:00:00,21827051.43,89750106.86,22132002.26,6903345.977,3259778.079,9757903.085,61098.50501,312584.8031,25496342.61,25496342.61
 11/18  18:00:00,23645972.39,109123540.7,29283350.55,9133972.506,4298514.486,10303708.42,0,328952.6823,32129069.44,32129069.44
 11/18  19:00:00,24100702.63,117112542.9,36634904.16,11427046.47,5150664.493,11308142.16,0,358806.7445,28132276.22,28132276.22
 11/18  20:00:00,22736511.91,110330642.5,38194225.01,11913425.02,5119212.648,10403448.62,0,329560.4791,21634258.48,21634258.48
 11/18  21:00:00,21372321.2,96212696.69,32465634.81,10126580.81,4232557.868,8776243.059,0,275974.2565,18963384.69,18963384.69
 11/18  22:00:00,20462860.72,81418441.96,24585954.75,7668775.278,3206071.588,7135154.882,0,221750.2358,18137874.5,18137874.5
 11/18  23:00:00,18189209.53,68855696.93,21154495.1,6598444.953,2783011.599,4973158.522,0,152787.49,15004589.74,15004589.74
 11/18  24:00:00,16370288.58,42504591.18,9501203.977,2963586.28,1370171.315,1960634.176,0,59681.22129,10279025.46,10279025.46
 11/19  01:00:00,15915558.34,32881126.36,4717753.269,1471547.069,680348.5344,818399.5458,2183543.14,58608.19062,7035368.269,7035368.269
 11/19  02:00:00,15006097.86,29359502.76,2830651.962,882928.2412,408209.1206,498718.0956,3505878.548,69964.16629,6157054.764,6157054.764
 11/19  03:00:00,14551367.62,27282496.93,1887101.308,588618.8275,272139.4137,326511.79,4246984.419,76699.92136,5333073.624,5333073.624
 11/19  04:00:00,14096637.38,27087743.6,1887101.308,588618.8275,272139.4137,161994.6568,5154440.931,87137.2463,4839673.831,4839673.831
 11/19  05:00:00,14551367.62,29016771.09,2098031.992,654411.6769,296750.0637,120291.5146,5753290.846,95944.56455,5446682.809,5446682.809
 11/19  06:00:00,15006097.86,36017370.18,5756753.656,1795628.869,801223.1995,107739.8102,6174836.901,102718.23,6272371.65,6272371.65
 11/19  07:00:00,16825018.81,52788211.15,13515268.45,4215640.906,1881050.897,139528.3063,6151636.011,103442.406,9956625.324,9956625.324
 11/19  08:00:00,19098670,64827008.01,17103223.81,5334784.892,2380421.419,150632.6412,5538729.71,94343.50483,15126201.48,15126201.48
 11/19  09:00:00,19553400.24,68963214.06,18175923.3,5669378.01,2483989.173,195702.4032,4059251.38,70790.52971,18754772.39,18754772.39
 11/19  10:00:00,19553400.24,71656814.95,18683578.11,5827724.136,2508914.185,373899.5008,1844923.406,40076.3176,22824297.08,22824297.08
 11/19  11:00:00,19553400.24,71064521.15,18175584.49,5669272.33,2438211.789,430945.4692,792630.1979,25259.3595,23979216.86,23979216.86
 11/19  12:00:00,20008130.48,71466226.4,17471773.1,5449741.649,2340255.537,612673.644,124863.1505,20650.2584,25438137.69,25438137.69
 11/19  13:00:00,20462860.72,71135337.53,16963779.47,5291289.843,2269553.141,1036443.047,0,32142.96935,25079268.33,25079268.33
 11/19  14:00:00,20462860.72,70368755.1,16814294.9,5244663.075,2248747.924,2986189.824,0,92059.92089,22519938.74,22519938.74
 11/19  15:00:00,20008130.48,71971644.33,17017381.44,5308009.202,2305120.052,5359840.413,0,165660.9641,21807501.78,21807501.78
 11/19  16:00:00,20917590.96,74727580.45,18344809.79,5722056.565,2596150.651,5927035.993,0,183612.53,21036323.96,21036323.96
 11/19  17:00:00,21827051.43,85488672.54,22132002.26,6903345.977,3259778.079,5694313.186,0,175835.3382,25496342.61,25496342.61
 11/19  18:00:00,23645972.39,105694517.1,29283350.55,9133972.506,4298514.486,6989502.764,0,214129.7031,32129069.44,32129069.44
 11/19  19:00:00,24100702.63,114575755.3,36634904.16,11427046.47,5150664.493,8860159.001,0,270002.3373,28132276.22,28132276.22
 11/19  20:00:00,22736511.91,108359876.8,38194225.01,11913425.02,5119212.648,8503536.878,0,258706.7407,21634258.48,21634258.48
 11/19  21:00:00,21372321.2,112333463.2,32465634.81,10126580.81,4232557.868,7959122.249,0,242305.6494,35934940.29,35934940.29
 11/19  22:00:00,20462860.72,118314518.7,24585954.75,7668775.278,3206071.588,8071210.372,0,245362.7752,54074282.61,54074282.61
 11/19  23:00:00,18189209.53,67756484.25,21154495.1,6598444.953,2783011.599,3156555.484,762317.0006,107860.8447,15004589.74,15004589.74
 11/19  24:00:00,16370288.58,43752931.21,9501203.977,2963586.28,1370171.315,1501930.548,1695230.308,71494.73974,10279025.46,10279025.46
 11/20  01:00:00,15915558.34,30690631.99,4717753.269,1471547.069,680348.5344,1186173.254,0,35326.20853,6683925.315,6683925.315
 11/20  02:00:00,15006097.86,25931891.31,2830651.962,882928.2412,408209.1206,833291.7015,0,24523.43307,5946188.991,5946188.991
 11/20  03:00:00,14551367.62,23061438.41,1887101.308,588618.8275,272139.4137,553657.6708,0,16057.12351,5192496.442,5192496.442
 11/20  04:00:00,14096637.38,21958904.38,1887101.308,588618.8275,272139.4137,335452.5873,0,9569.620287,4769385.24,4769385.24
 11/20  05:00:00,14551367.62,23167913.04,2098031.992,654411.6769,296750.0637,254088.9545,0,7157.097629,5306105.627,5306105.627
 11/20  06:00:00,15006097.86,38042871.93,5756753.656,1795628.869,801223.1995,273852.8092,8267052.879,80756.78093,6061505.878,6061505.878
 11/20  07:00:00,16825018.81,58170188.7,13515268.45,4215640.906,1881050.897,977926.1318,11196747.13,164219.7727,9394316.597,9394316.597
 11/20  08:00:00,19098670,65030012.61,17103223.81,5334784.892,2380421.419,1377848.531,5612389.141,121090.7787,14001584.03,14001584.03
 11/20  09:00:00,19553400.24,67235195.99,18175923.3,5669378.01,2483989.173,855317.0634,3354293.045,75048.69376,17067846.21,17067846.21
 11/20  10:00:00,19553400.24,69344098.85,18683578.11,5827724.136,2508914.185,188148.0217,2110982.688,36866.4865,20434484.99,20434484.99
 11/20  11:00:00,19553400.24,68822395.13,18175584.49,5669272.33,2438211.789,232123.2111,1486426.139,29415.00025,21237961.82,21237961.82
 11/20  12:00:00,20008130.48,68801996.79,17471773.1,5449741.649,2340255.537,277900.3996,643828.652,18917.22045,22591449.76,22591449.76
 11/20  13:00:00,20462860.72,68405424.2,16963779.47,5291289.843,2269553.141,304296.8159,615902.4496,19151.2893,22478590.47,22478590.47
 11/20  14:00:00,20462860.72,65340575.24,16814294.9,5244663.075,2248747.924,336091.7102,56136.24751,12509.72617,20165270.94,20165270.94
 11/20  15:00:00,20008130.48,65180720.24,17017381.44,5308009.202,2305120.052,715840.0911,0,21962.03634,19804276.94,19804276.94
 11/20  16:00:00,20917590.96,66982740.88,18344809.79,5722056.565,2596150.651,482743.6467,11071.72561,15795.6151,18892521.93,18892521.93
 11/20  17:00:00,21827051.43,78362948.28,22132002.26,6903345.977,3259778.079,491524.6102,167736.4429,18103.11939,23563406.36,23563406.36
 11/20  18:00:00,23645972.39,112258004.2,29283350.55,9133972.506,4298514.486,14683286.63,514917.7998,466712.319,30231277.49,30231277.49
 11/20  19:00:00,24100702.63,125716849.6,36634904.16,11427046.47,5150664.493,13319181.75,663068.2224,432729.0671,33988552.58,33988552.58
 11/20  20:00:00,22736511.91,109518568.4,38194225.01,11913425.02,5119212.648,11351853.78,0,361440.5971,19841899.41,19841899.41
 11/20  21:00:00,21372321.2,95281400.04,32465634.81,10126580.81,4232557.868,9641770.308,0,306653.722,17135881.33,17135881.33
 11/20  22:00:00,20462860.72,80375033.83,24585954.75,7668775.278,3206071.588,7959201.865,0,252086.9714,16240082.55,16240082.55
 11/20  23:00:00,18189209.53,68448723.14,21154495.1,6598444.953,2783011.599,6074840.362,0,190480.4755,13458240.74,13458240.74
 11/20  24:00:00,16370288.58,43707005.32,9501203.977,2963586.28,1370171.315,3943546.454,0,122646.3468,9435562.374,9435562.374
 11/21  01:00:00,15915558.34,30556263.29,4717753.269,1471547.069,680348.5344,1054812.811,0,32317.95486,6683925.315,6683925.315
 11/21  02:00:00,15006097.86,25615410.88,2830651.962,882928.2412,408209.1206,525687.0273,0,15647.67978,5946188.991,5946188.991
 11/21  03:00:00,14551367.62,22872664.6,1887101.308,588618.8275,272139.4137,370161.9689,0,10779.01859,5192496.442,5192496.442
 11/21  04:00:00,14096637.38,23347698.95,1887101.308,588618.8275,272139.4137,166549.1597,1537279.554,29988.06374,4769385.24,4769385.24
 11/21  05:00:00,14551367.62,26899549.29,2098031.992,654411.6769,296750.0637,100474.5357,3826012.76,66394.9235,5306105.627,5306105.627
 11/21  06:00:00,15006097.86,53903437.01,5756753.656,1795628.869,801223.1995,89485.29995,24201836.79,190905.4628,6061505.878,6061505.878
 11/21  07:00:00,16825018.81,78774331.11,13515268.45,4215640.906,1881050.897,116298.2995,32522451.07,304285.9542,9394316.597,9394316.597
 11/21  08:00:00,19098670,81146486.82,17103223.81,5334784.892,2380421.419,117348.2929,22836543.24,273911.1304,14001584.03,14001584.03
 11/21  09:00:00,19553400.24,79574465.36,18175923.3,5669378.01,2483989.173,40147.92356,16353974.28,229806.2276,17067846.21,17067846.21
 11/21  10:00:00,19553400.24,78689234.22,18683578.11,5827724.136,2508914.185,13406.45161,11492347.13,175377.9212,20434484.99,20434484.99
 11/21  11:00:00,19553400.24,75730981.98,18175584.49,5669272.33,2438211.789,26528.48602,8497340.853,132681.9797,21237961.82,21237961.82
 11/21  12:00:00,20008130.48,74517097.67,17471773.1,5449741.649,2340255.537,34072.13388,6520925.247,100749.7641,22591449.76,22591449.76
 11/21  13:00:00,20462860.72,73351008.41,16963779.47,5291289.843,2269553.141,61749.47275,5734808.129,88377.16293,22478590.47,22478590.47
 11/21  14:00:00,20462860.72,69786344.4,16814294.9,5244663.075,2248747.924,79652.44311,4696326.325,74528.07648,20165270.94,20165270.94
 11/21  15:00:00,20008130.48,68335657.71,17017381.44,5308009.202,2305120.052,94098.71616,3737779.668,60861.21194,19804276.94,19804276.94
 11/21  16:00:00,20917590.96,69873850.21,18344809.79,5722056.565,2596150.651,102130.7246,3244983.508,53605.02684,18892521.93,18892521.93
 11/21  17:00:00,21827051.43,81238987.56,22132002.26,6903345.977,3259778.079,126532.9118,3370664.079,56206.45539,23563406.36,23563406.36
 11/21  18:00:00,23645972.39,103246558.7,29283350.55,9133972.506,4298514.486,2043912.761,4479632.304,129925.3544,30231277.49,30231277.49
 11/21  19:00:00,24100702.63,110571106.6,36634904.16,11427046.47,5150664.493,1852028.98,4930446.057,135396.6647,26339917.15,26339917.15
 11/21  20:00:00,22736511.91,102690330.9,38194225.01,11913425.02,5119212.648,1558389.067,3224127.655,102540.2026,19841899.41,19841899.41
 11/21  21:00:00,21372321.2,90554580.21,32465634.81,10126580.81,4232557.868,1171276.229,3949153.946,101174.0215,17135881.33,17135881.33
 11/21  22:00:00,20462860.72,77480925.04,24585954.75,7668775.278,3206071.588,959330.3878,4259085.792,98763.97863,16240082.55,16240082.55
 11/21  23:00:00,18189209.53,130932376.3,21154495.1,6598444.953,2783011.599,2017358.112,3545835.833,121361.9171,76522658.18,76522658.18
 11/21  24:00:00,16370288.58,40163586.65,9501203.977,2963586.28,1370171.315,507308.8125,0,15465.31389,9435562.374,9435562.374
 11/22  01:00:00,15915558.34,29743032.94,4717753.269,1471547.069,680348.5344,265926.8171,0,7973.593906,6683925.315,6683925.315
 11/22  02:00:00,15006097.86,25520260.26,2830651.962,882928.2412,408209.1206,148440.4222,288768.3701,8975.290665,5946188.991,5946188.991
 11/22  03:00:00,14551367.62,24578501.99,1887101.308,588618.8275,272139.4137,99725.0276,1952736.755,34316.59308,5192496.442,5192496.442
 11/22  04:00:00,14096637.38,24574853.25,1887101.308,588618.8275,272139.4137,68579.41948,2844622.448,47769.20696,4769385.24,4769385.24
 11/22  05:00:00,14551367.62,26286992.14,2098031.992,654411.6769,296750.0637,39245.45383,3286943.998,54135.7027,5306105.627,5306105.627
 11/22  06:00:00,15006097.86,50908328.95,5756753.656,1795628.869,801223.1995,20540.10518,21303058.96,163520.066,6061505.878,6061505.878
 11/22  07:00:00,16825018.81,78544470.72,13515268.45,4215640.906,1881050.897,69277.31488,32294644.69,349253.0438,9394316.597,9394316.597
 11/22  08:00:00,19098670,77994639.03,17103223.81,5334784.892,2380421.419,107332.4754,19710985.33,257637.0461,14001584.03,14001584.03
 11/22  09:00:00,19553400.24,77378808.07,18175923.3,5669378.01,2483989.173,30782.0958,14182637.79,214851.1486,17067846.21,17067846.21
 11/22  10:00:00,19553400.24,78334826.99,18683578.11,5827724.136,2508914.185,7269.220383,11146041.37,173414.4568,20434484.99,20434484.99
 11/22  11:00:00,19553400.24,75537584.87,18175584.49,5669272.33,2438211.789,17499.33183,8318133.063,127521.8099,21237961.82,21237961.82
 11/22  12:00:00,20008130.48,74001206.3,17471773.1,5449741.649,2340255.537,25355.81957,6022937.114,91562.84205,22591449.76,22591449.76
 11/22  13:00:00,20462860.72,72835969.05,16963779.47,5291289.843,2269553.141,36697.07324,5253960.261,79238.00897,22478590.47,22478590.47
 11/22  14:00:00,20462860.72,67699269.68,16814294.9,5244663.075,2248747.924,74222.53448,2647221.712,41987.87044,20165270.94,20165270.94
 11/22  15:00:00,20008130.48,66065330.84,17017381.44,5308009.202,2305120.052,99207.19505,1497270.207,25935.17152,19804276.94,19804276.94
 11/22  16:00:00,20917590.96,67885488.02,18344809.79,5722056.565,2596150.651,163670.1186,1224544.532,24143.39788,18892521.93,18892521.93
 11/22  17:00:00,21827051.43,79275950.84,22132002.26,6903345.977,3259778.079,170853.7061,1392686.488,26825.96248,23563406.36,23563406.36
 11/22  18:00:00,23645972.39,101704358.1,29283350.55,9133972.506,4298514.486,2729569.351,2263973.868,117727.422,30231277.49,30231277.49
 11/22  19:00:00,24100702.63,108933276.9,36634904.16,11427046.47,5150664.493,2646098.983,2510625.827,123317.1186,26339917.15,26339917.15
 11/22  20:00:00,22736511.91,101917926,38194225.01,11913425.02,5119212.648,2257480.836,1754053.615,101117.3417,19841899.41,19841899.41
 11/22  21:00:00,21372321.2,131195607.1,32465634.81,10126580.81,4232557.868,3073027.277,2104941.502,133232.2935,57687310.66,57687310.66
 11/22  22:00:00,20462860.72,88619525.95,24585954.75,7668775.278,3206071.588,1978090.856,2929491.948,109755.9725,27678524.64,27678524.64
 11/22  23:00:00,18189209.53,67204063.57,21154495.1,6598444.953,2783011.599,852102.4042,4077466.519,91091.9504,13458240.74,13458240.74
 11/22  24:00:00,16370288.58,40166254.32,9501203.977,2963586.28,1370171.315,510023.1551,0,15418.36201,9435562.374,9435562.374
 11/23  01:00:00,15915558.34,29768948.36,4717753.269,1471547.069,680348.5344,291159.1086,0,8656.282182,6683925.315,6683925.315
 11/23  02:00:00,15006097.86,27548928.77,2830651.962,882928.2412,408209.1206,148801.3791,2284317.007,41734.20366,5946188.991,5946188.991
 11/23  03:00:00,14551367.62,25758284.58,1887101.308,588618.8275,272139.4137,90677.60152,3122442.538,53440.82163,5192496.442,5192496.442
 11/23  04:00:00,14096637.38,25015043.38,1887101.308,588618.8275,272139.4137,45482.19551,3300997.963,54680.9016,4769385.24,4769385.24
 11/23  05:00:00,14551367.62,26616478.56,2098031.992,654411.6769,296750.0637,3536.371859,3647140.072,59135.05893,5306105.627,5306105.627
 11/23  06:00:00,15006097.86,52270893.8,5756753.656,1795628.869,801223.1995,0,22675058.64,174625.5223,6061505.878,6061505.878
 11/23  07:00:00,16825018.81,84252185.54,13515268.45,4215640.906,1881050.897,0,37990719.48,430170.2711,9394316.597,9394316.597
 11/23  08:00:00,19098670,80456115.98,17103223.81,5334784.892,2380421.419,57780.66646,22187454.37,292196.1977,14001584.03,14001584.03
 11/23  09:00:00,19553400.24,78259843.03,18175923.3,5669378.01,2483989.173,12511.73512,15065652.68,231141.1712,17067846.21,17067846.21
 11/23  10:00:00,19553400.24,79561866.01,18683578.11,5827724.136,2508914.185,0,12361868.37,191895.95,20434484.99,20434484.99
 11/23  11:00:00,19553400.24,78370000.45,18175584.49,5669272.33,2438211.789,15833.75202,7927363.849,120969.2021,24469364.69,24469364.69
 11/23  12:00:00,20008130.48,73096979.75,17471773.1,5449741.649,2340255.537,40865.71249,5117253.053,77510.23915,22591449.76,22591449.76
 11/23  13:00:00,20462860.72,71878341.3,16963779.47,5291289.843,2269553.141,79922.02617,4266986.209,65359.37041,22478590.47,22478590.47
 11/23  14:00:00,20462860.72,67569502,16814294.9,5244663.075,2248747.924,103389.4178,2489795.702,40479.1879,20165270.94,20165270.94
 11/23  15:00:00,20008130.48,66595586.8,17017381.44,5308009.202,2305120.052,104151.2703,2015087.396,33430.01458,19804276.94,19804276.94
 11/23  16:00:00,20917590.96,68217804.13,18344809.79,5722056.565,2596150.651,105366.594,1611804.761,27502.88279,18892521.93,18892521.93
 11/23  17:00:00,21827051.43,79321835.84,22132002.26,6903345.977,3259778.079,122179.7881,1487846.313,26225.59325,23563406.36,23563406.36
 11/23  18:00:00,23645972.39,100070126.3,29283350.55,9133972.506,4298514.486,1308032.566,2100697.764,68308.58559,30231277.49,30231277.49
 11/23  19:00:00,24100702.63,107683799.3,36634904.16,11427046.47,5150664.493,1822958.107,2120796.163,86810.13326,26339917.15,26339917.15
 11/23  20:00:00,22736511.91,100757070.4,38194225.01,11913425.02,5119212.648,1708661.318,1171419.022,71715.8445,19841899.41,19841899.41
 11/23  21:00:00,21372321.2,88741750.61,32465634.81,10126580.81,4232557.868,1330682.352,2005287.774,72804.3846,17135881.33,17135881.33
 11/23  22:00:00,20462860.72,75811955.33,24585954.75,7668775.278,3206071.588,1155481.594,2419191.556,73537.28678,16240082.55,16240082.55
 11/23  23:00:00,18189209.53,65829827.58,21154495.1,6598444.953,2783011.599,790942.5505,2788342.682,67140.2974,13458240.74,13458240.74
 11/23  24:00:00,16370288.58,40169858,9501203.977,2963586.28,1370171.315,513786.2256,0,15259.25789,9435562.374,9435562.374
 11/24  01:00:00,15915558.34,29792647.06,4717753.269,1471547.069,680348.5344,314288.8808,0,9225.659218,6683925.315,6683925.315
 11/24  02:00:00,15006097.86,25264566.46,2830651.962,882928.2412,408209.1206,185159.7132,0,5330.567566,5946188.991,5946188.991
 11/24  03:00:00,14551367.62,24755204.59,1887101.308,588618.8275,272139.4137,97507.55935,2128628.208,37345.20383,5192496.442,5192496.442
 11/24  04:00:00,14096637.38,25033307.38,1887101.308,588618.8275,272139.4137,51402.52219,3312571.123,55451.56067,4769385.24,4769385.24
 11/24  05:00:00,14551367.62,26772376.04,2098031.992,654411.6769,296750.0637,7037.524936,3796533.555,62137.97939,5306105.627,5306105.627
 11/24  06:00:00,15006097.86,52882299.38,5756753.656,1795628.869,801223.1995,0,23280436.92,180652.9071,6061505.878,6061505.878
 11/24  07:00:00,16825018.81,83854313.43,13515268.45,4215640.906,1881050.897,126.7782671,37626408.87,396482.1162,9394316.597,9394316.597
 11/24  08:00:00,19098670,81117185.9,17103223.81,5334784.892,2380421.419,41636.11585,22862667.74,294197.3871,14001584.03,14001584.03
 11/24  09:00:00,19553400.24,78642186.65,18175923.3,5669378.01,2483989.173,0,15460308.45,231341.2148,17067846.21,17067846.21
 11/24  10:00:00,19553400.24,76565411.35,18683578.11,5827724.136,2508914.185,22133.80877,9390541.069,144634.8152,20434484.99,20434484.99
 11/24  11:00:00,19553400.24,73237868.04,18175584.49,5669272.33,2438211.789,87097.14245,5983910.955,92429.27535,21237961.82,21237961.82
 11/24  12:00:00,20008130.48,71687018.69,17471773.1,5449741.649,2340255.537,145249.1385,3622122.674,58296.22991,22591449.76,22591449.76
 11/24  13:00:00,20462860.72,69526867.25,16963779.47,5291289.843,2269553.141,196773.4681,1831219.174,32800.2632,22478590.47,22478590.47
 11/24  14:00:00,20462860.72,65326779.98,16814294.9,5244663.075,2248747.924,233884.2535,146612.3009,10445.86384,20165270.94,20165270.94
 11/24  15:00:00,20008130.48,64736264.76,17017381.44,5308009.202,2305120.052,283292.9807,0,10053.41431,19804276.94,19804276.94
 11/24  16:00:00,20917590.96,66984631.54,18344809.79,5722056.565,2596150.651,495278.4087,0,16222.8785,18892521.93,18892521.93
 11/24  17:00:00,21827051.43,78130737.68,22132002.26,6903345.977,3259778.079,412576.2114,18856.25153,13721.03179,23563406.36,23563406.36
 11/24  18:00:00,23645972.39,103356226.3,29283350.55,9133972.506,4298514.486,6029049.623,537547.4673,196541.8259,30231277.49,30231277.49
 11/24  19:00:00,24100702.63,110869419,36634904.16,11427046.47,5150664.493,6167464.587,840718.747,208000.0663,26339917.15,26339917.15
 11/24  20:00:00,22736511.91,103364199.1,38194225.01,11913425.02,5119212.648,5347114.92,41921.26657,169888.9455,19841899.41,19841899.41
 11/24  21:00:00,21372321.2,93761909.32,32465634.81,10126580.81,4232557.868,4061381.374,704292.4777,139031.7042,20660103.78,20660103.78
 11/24  22:00:00,20462860.72,82363345.28,24585954.75,7668775.278,3206071.588,2711100.206,2120234.741,118260.3828,21490082.37,21490082.37
 11/24  23:00:00,18189209.53,66916485.19,21154495.1,6598444.953,2783011.599,1224118.599,3417271.845,91692.83097,13458240.74,13458240.74
 11/24  24:00:00,16370288.58,40321136.75,9501203.977,2963586.28,1370171.315,660444.4611,0,19879.6323,9435562.374,9435562.374
 11/25  01:00:00,15915558.34,30283097.94,4717753.269,1471547.069,680348.5344,449249.4398,0,13273.02521,7035368.269,7035368.269
 11/25  02:00:00,15006097.86,25716854.78,2830651.962,882928.2412,408209.1206,248127.3325,173750.7497,10034.38116,6157054.764,6157054.764
 11/25  03:00:00,14551367.62,24729411.91,1887101.308,588618.8275,272139.4137,131896.2293,1930213.896,35000.98712,5333073.624,5333073.624
 11/25  04:00:00,14096637.38,24997087.61,1887101.308,588618.8275,272139.4137,83539.76124,3175351.238,54025.84523,4839673.831,4839673.831
